Acceleration - Average Points,7th,10.19,
Acceleration - Best Result,5th,27th,x1
Acceleration - Total,5th,71.35,
AutoX - Average Points,8th,20.27,
AutoX - Best Result,5th,10th,x1
AutoX - Total,6th,141.89,
Business Presentation - Average Points,4th,38.26,
Business Presentation - Best Result,2nd,12th,x1
Business Presentation - Total,3rd,267.79,
Cost - Average Points,1st,45.52,
Cost - Best Result,2nd,16th,x1
Cost - Total,1st,318.62,
Endurance - Average Points,6th,45.83,
Endurance - Best Result,4th,10th,x1
Endurance - Total,6th,320.8,
Engineering Design - Average Points,2nd,67.64,
Engineering Design - Best Result,1st,14th,x1
Engineering Design - Total,2nd,473.5,
Fuel - Average Points,7th,10.59,
Fuel - Best Result,5th,22nd,x1
Fuel - Total,6th,74.1,
Points - Average Points,7th,245.14,
Points - Total,4th,1716,
Skidpad - Average Points,6th,7.22,
Skidpad - Best Result,6th,16th,x1
Skidpad - Total,5th,50.56,
