Acceleration - Average Points,57th,38.3,
Acceleration - Best Result,77th,9th,x1
Acceleration - Total,110th,268.07,
AutoX - Average Points,42nd,60.89,
AutoX - Best Result,61st,8th,x1
AutoX - Total,94th,426.25,
Business Presentation - Average Points,42nd,51.55,
Business Presentation - Best Result,114th,15th,x1
Business Presentation - Total,124th,360.82,
Cost - Average Points,11th,71.63,
Cost - Best Result,101st,10th,x1
Cost - Total,128th,501.42,
Endurance - Average Points,73rd,63.89,
Endurance - Best Result,70th,8th,x1
Endurance - Total,101st,447.2,
Engineering Design - Average Points,68th,74.29,
Engineering Design - Best Result,108th,14th,x1
Engineering Design - Total,126th,520.0,
Points - Average Points,61st,376.43,
Points - Total,120th,2635,
Skidpad - Average Points,74th,15.97,
Skidpad - Best Result,47th,5th,x1
Skidpad - Total,110th,111.82,
