Acceleration - Average Points,75th,2.35,
Acceleration - Best Result,45th,13th,x1
Acceleration - Total,71st,32.9,
AutoX - Average Points,71st,15.73,
AutoX - Best Result,63rd,15th,x1
AutoX - Total,60th,220.27,
Business Presentation - Average Points,74th,24.47,
Business Presentation - Best Result,67th,25th,x2
Business Presentation - Total,52nd,342.57,
Cost - Average Points,62nd,22.63,
Cost - Best Result,52nd,18th,x1
Cost - Total,48th,316.76,
Endurance - Average Points,72nd,16.31,
Endurance - Best Result,41st,10th,x1
Endurance - Total,62nd,228.3,
Engineering Design - Average Points,61st,55.14,
Engineering Design - Best Result,48th,16th,x1
Engineering Design - Total,45th,771.95,
Fuel - Average Points,68th,0.84,
Fuel - Best Result,35th,8th,x1
Fuel - Total,69th,11.76,
Points - Average Points,71st,141.79,
Points - Total,57th,1985,
Skidpad - Average Points,64th,4.43,
Skidpad - Best Result,55th,17th,x1
Skidpad - Total,57th,62.06,
