Acceleration - Average Points,106th,24.69,
Acceleration - Best Result,95th,12th,x1
Acceleration - Total,99th,271.61,
AutoX - Average Points,128th,25.75,
AutoX - Best Result,121st,25th,x1
AutoX - Total,114th,283.24,
Business Presentation - Average Points,171st,32.5,
Business Presentation - Best Result,130th,21st,x1
Business Presentation - Total,119th,357.45,
Cost - Average Points,122nd,54.69,
Cost - Best Result,14th,1st,x1
Cost - Total,110th,601.56,
Endurance - Average Points,95th,42.86,
Endurance - Best Result,130th,21st,x1
Endurance - Total,93rd,471.48,
Engineering Design - Average Points,154th,54.09,
Engineering Design - Best Result,131st,20th,x1
Engineering Design - Total,118th,595.0,
Fuel - Average Points,120th,6.45,
Fuel - Best Result,109th,16th,x1
Fuel - Total,114th,70.9,
Points - Average Points,123rd,250.55,
Points - Total,113th,2756,
Skidpad - Average Points,72nd,15.1,
Skidpad - Best Result,123rd,21st,x1
Skidpad - Total,82nd,166.12,
