Acceleration - Average Points,2nd,3.5,
Acceleration - Best Result,2nd,56th,x1
Acceleration - Total,2nd,3.5,
AutoX - Average Points,2nd,4.5,
AutoX - Best Result,2nd,43rd,x1
AutoX - Total,2nd,4.5,
Business Presentation - Average Points,2nd,44.44,
Business Presentation - Best Result,2nd,53rd,x1
Business Presentation - Total,2nd,44.44,
Cost - Average Points,2nd,20.43,
Cost - Best Result,2nd,71st,x1
Cost - Total,2nd,20.43,
Endurance - Average Points,1st,25.0,
Endurance - Best Result,1st,24th,x1
Endurance - Total,2nd,25.0,
Engineering Design - Average Points,2nd,50.0,
Engineering Design - Best Result,2nd,59th,x1
Engineering Design - Total,2nd,50.0,
Points - Average Points,2nd,146.0,
Points - Total,2nd,146,
Skidpad - Average Points,1st,37.9,
Skidpad - Best Result,2nd,42nd,x1
Skidpad - Total,1st,37.9,
