Business Presentation - Average Points,10th,28.25,
Business Presentation - Best Result,9th,50th,x1
Business Presentation - Total,9th,56.5,
Cost - Average Points,10th,5.15,
Cost - Best Result,9th,59th,x1
Cost - Total,10th,10.3,
Engineering Design - Average Points,9th,34.0,
Engineering Design - Best Result,8th,52nd,x1
Engineering Design - Total,8th,68.0,
Points - Average Points,10th,67.5,
Points - Total,10th,135,
