Acceleration - Average Points,69th,5.33,
Acceleration - Best Result,69th,36th,x1
Acceleration - Total,70th,37.33,
AutoX - Average Points,65th,26.33,
AutoX - Best Result,35th,1st,x1
AutoX - Total,66th,184.34,
Business Presentation - Average Points,74th,24.96,
Business Presentation - Best Result,80th,41st,x2
Business Presentation - Total,69th,174.69,
Cost - Average Points,81st,7.55,
Cost - Best Result,85th,59th,x2
Cost - Total,78th,52.83,
Endurance - Average Points,70th,19.58,
Endurance - Best Result,59th,17th,x1
Endurance - Total,68th,137.04,
Engineering Design - Average Points,81st,33.71,
Engineering Design - Best Result,74th,43rd,x1
Engineering Design - Total,71st,236.0,
Fuel - Average Points,58th,8.86,
Fuel - Best Result,62nd,21st,x1
Fuel - Total,65th,62.01,
Points - Average Points,77th,119.43,
Points - Total,69th,836,
Skidpad - Average Points,61st,6.08,
Skidpad - Best Result,66th,25th,x1
Skidpad - Total,64th,42.54,
