Business Presentation - Average Points,182nd,27.7,
Business Presentation - Best Result,193rd,84th,x1
Business Presentation - Total,192nd,27.7,
Engineering Design - Average Points,162nd,50.0,
Engineering Design - Best Result,189th,75th,x1
Engineering Design - Total,191st,50.0,
Points - Average Points,198th,28.0,
Points - Total,198th,28,
