Acceleration - Average Points,146th,16.94,
Acceleration - Best Result,186th,84th,x1
Acceleration - Total,182nd,16.94,
AutoX - Average Points,67th,50.27,
AutoX - Best Result,180th,58th,x1
AutoX - Total,171st,50.27,
Business Presentation - Average Points,101st,44.55,
Business Presentation - Best Result,190th,76th,x1
Business Presentation - Total,188th,44.55,
Cost - Average Points,26th,68.4,
Cost - Best Result,194th,93rd,x1
Cost - Total,179th,68.4,
Engineering Design - Average Points,129th,60.0,
Engineering Design - Best Result,192nd,77th,x1
Engineering Design - Total,189th,60.0,
Points - Average Points,133rd,240.0,
Points - Total,186th,240,
