Acceleration - Average Points,49th,40.13,
Acceleration - Best Result,69th,8th,x1
Acceleration - Total,67th,521.7,
AutoX - Average Points,88th,40.27,
AutoX - Best Result,92nd,16th,x1
AutoX - Total,80th,523.5,
Business Presentation - Average Points,91st,45.15,
Business Presentation - Best Result,25th,2nd,x1
Business Presentation - Total,96th,586.91,
Cost - Average Points,102nd,58.09,
Cost - Best Result,148th,28th,x1
Cost - Total,97th,755.2,
Endurance - Average Points,55th,79.68,
Endurance - Best Result,88th,12th,x1
Endurance - Total,61st,1035.8,
Engineering Design - Average Points,92nd,68.08,
Engineering Design - Best Result,112th,15th,x1
Engineering Design - Total,95th,885.0,
Fuel - Average Points,33rd,22.15,
Fuel - Best Result,110th,16th,x1
Fuel - Total,61st,287.9,
Points - Average Points,66th,362.38,
Points - Total,80th,4711,
Skidpad - Average Points,91st,12.52,
Skidpad - Best Result,91st,15th,x1
Skidpad - Total,88th,162.7,
