Acceleration - Average Points,12th,31.32,
Acceleration - Best Result,13th,3rd,x1
Acceleration - Total,30th,156.6,
AutoX - Average Points,12th,44.56,
AutoX - Best Result,19th,6th,x1
AutoX - Total,26th,222.8,
Business Presentation - Average Points,11th,55.3,
Business Presentation - Best Result,21st,4th,x1
Business Presentation - Total,41st,276.5,
Cost - Average Points,35th,46.72,
Cost - Best Result,36th,10th,x1
Cost - Total,45th,233.6,
Endurance - Average Points,2nd,137.0,
Endurance - Best Result,7th,2nd,x2
Endurance - Total,17th,685.0,
Engineering Design - Average Points,31st,64.8,
Engineering Design - Best Result,19th,7th,x1
Engineering Design - Total,43rd,324.0,
Fuel - Average Points,1st,33.24,
Fuel - Best Result,17th,4th,x1
Fuel - Total,20th,166.2,
Points - Average Points,6th,431.8,
Points - Total,35th,2159,
Skidpad - Average Points,5th,26.76,
Skidpad - Best Result,13th,3rd,x1
Skidpad - Total,24th,133.8,
