Acceleration - Average Points,24th,19.66,
Acceleration - Best Result,13th,3rd,x1
Acceleration - Total,21st,235.9,
AutoX - Average Points,21st,32.04,
AutoX - Best Result,12th,3rd,x1
AutoX - Total,21st,384.5,
Business Presentation - Average Points,7th,56.11,
Business Presentation - Best Result,5th,1st,x1
Business Presentation - Total,23rd,673.3,
Cost - Average Points,12th,61.13,
Cost - Best Result,8th,1st,x1
Cost - Total,21st,733.6,
Endurance - Average Points,9th,80.19,
Endurance - Best Result,9th,2nd,x1
Endurance - Total,13th,962.3,
Engineering Design - Average Points,19th,78.25,
Engineering Design - Best Result,28th,13th,x1
Engineering Design - Total,21st,939.0,
Fuel - Average Points,6th,23.45,
Fuel - Best Result,5th,1st,x1
Fuel - Total,10th,281.4,
Points - Average Points,12th,360.75,
Points - Total,18th,4329,
Skidpad - Average Points,21st,12.2,
Skidpad - Best Result,37th,17th,x1
Skidpad - Total,22nd,146.4,
