Acceleration - Average Points,8th,15.28,
Acceleration - Best Result,12th,11th,x1
Acceleration - Total,13th,76.4,
AutoX - Average Points,14th,1.8,
AutoX - Best Result,18th,18th,x1
AutoX - Total,17th,9.0,
Business Presentation - Average Points,14th,41.09,
Business Presentation - Best Result,14th,9th,x1
Business Presentation - Total,17th,205.46,
Cost - Average Points,8th,53.68,
Cost - Best Result,16th,12th,x1
Cost - Total,14th,268.39,
Endurance - Average Points,13th,5.0,
Endurance - Best Result,15th,14th,x1
Endurance - Total,13th,25.0,
Engineering Design - Average Points,10th,62.07,
Engineering Design - Best Result,8th,7th,x1
Engineering Design - Total,16th,310.37,
Points - Average Points,9th,195.0,
Points - Total,15th,975,
Skidpad - Average Points,6th,15.96,
Skidpad - Best Result,12th,10th,x2
Skidpad - Total,10th,79.8,
