Acceleration - Average Points,74th,31.89,
Acceleration - Best Result,87th,11th,x1
Acceleration - Total,107th,223.2,
AutoX - Average Points,157th,14.7,
AutoX - Best Result,70th,11th,x1
AutoX - Total,148th,102.88,
Business Presentation - Average Points,113th,43.87,
Business Presentation - Best Result,114th,16th,x1
Business Presentation - Total,131st,307.08,
Cost - Average Points,14th,70.78,
Cost - Best Result,97th,10th,x1
Cost - Total,124th,495.44,
Endurance - Average Points,74th,62.88,
Endurance - Best Result,102nd,15th,x1
Endurance - Total,99th,440.19,
Engineering Design - Average Points,137th,58.57,
Engineering Design - Best Result,137th,24th,x1
Engineering Design - Total,136th,410.0,
Fuel - Average Points,20th,25.19,
Fuel - Best Result,8th,1st,x1
Fuel - Total,75th,176.3,
Points - Average Points,82nd,311.0,
Points - Total,125th,2177,
Skidpad - Average Points,109th,10.26,
Skidpad - Best Result,81st,13th,x1
Skidpad - Total,123rd,71.8,
