Acceleration - Average Points,39th,7.17,
Acceleration - Best Result,49th,35th,x1
Acceleration - Total,40th,43.04,
AutoX - Average Points,43rd,8.54,
AutoX - Best Result,48th,26th,x1
AutoX - Total,45th,51.25,
Business Presentation - Average Points,55th,23.08,
Business Presentation - Best Result,53rd,35th,x1
Business Presentation - Total,51st,138.47,
Cost - Average Points,52nd,30.06,
Cost - Best Result,54th,46th,x1
Cost - Total,48th,180.36,
Endurance - Average Points,27th,36.9,
Endurance - Best Result,37th,14th,x1
Endurance - Total,35th,221.4,
Engineering Design - Average Points,53rd,32.25,
Engineering Design - Best Result,55th,45th,x1
Engineering Design - Total,49th,193.5,
Fuel - Average Points,36th,2.84,
Fuel - Best Result,29th,7th,x1
Fuel - Total,39th,17.04,
Points - Average Points,49th,149.0,
Points - Total,48th,894,
Skidpad - Average Points,28th,9.02,
Skidpad - Best Result,37th,15th,x1
Skidpad - Total,33rd,54.12,
