AutoX - Average Points,75th,7.5,
AutoX - Best Result,78th,47th,x1
AutoX - Total,80th,7.5,
Business Presentation - Average Points,83rd,15.0,
Business Presentation - Best Result,86th,60th,x1
Business Presentation - Total,86th,15.0,
Cost - Average Points,57th,26.0,
Cost - Best Result,79th,47th,x1
Cost - Total,80th,26.0,
Endurance - Average Points,21st,125.61,
Endurance - Best Result,70th,30th,x1
Endurance - Total,68th,125.61,
Fuel - Average Points,3rd,52.14,
Fuel - Best Result,61st,25th,x1
Fuel - Total,66th,52.14,
Points - Average Points,60th,226.0,
Points - Total,82nd,226,
