Acceleration - Average Points,11th,45.51,
Acceleration - Best Result,31st,6th,x1
Acceleration - Total,8th,819.11,
AutoX - Average Points,3rd,105.53,
AutoX - Best Result,17th,1st,x1
AutoX - Total,3rd,1899.61,
Business Presentation - Average Points,5th,55.83,
Business Presentation - Best Result,14th,2nd,x1
Business Presentation - Total,5th,1004.99,
Cost - Average Points,11th,55.86,
Cost - Best Result,8th,1st,x1
Cost - Total,9th,1005.45,
Endurance - Average Points,19th,124.42,
Endurance - Best Result,5th,1st,x1
Endurance - Total,14th,2239.55,
Engineering Design - Average Points,2nd,120.56,
Engineering Design - Best Result,2nd,1st,x2
Engineering Design - Total,4th,2170.0,
Fuel - Average Points,25th,23.37,
Fuel - Best Result,3rd,1st,x1
Fuel - Total,17th,420.68,
Points - Average Points,6th,557.94,
Points - Total,6th,10043,
Skidpad - Average Points,6th,29.4,
Skidpad - Best Result,12th,2nd,x3
Skidpad - Total,6th,529.17,
