Acceleration - Average Points,139th,17.81,
Acceleration - Best Result,53rd,5th,x1
Acceleration - Total,125th,160.3,
AutoX - Average Points,76th,44.13,
AutoX - Best Result,35th,4th,x1
AutoX - Total,94th,397.2,
Business Presentation - Average Points,149th,36.34,
Business Presentation - Best Result,110th,15th,x1
Business Presentation - Total,124th,327.1,
Cost - Average Points,159th,46.07,
Cost - Best Result,106th,12th,x1
Cost - Total,137th,414.6,
Endurance - Average Points,77th,57.07,
Endurance - Best Result,57th,7th,x1
Endurance - Total,91st,513.6,
Engineering Design - Average Points,157th,52.56,
Engineering Design - Best Result,56th,7th,x1
Engineering Design - Total,129th,473.0,
Fuel - Average Points,199th,-0.72,
Fuel - Best Result,131st,25th,x1
Fuel - Total,199th,-6.5,
Points - Average Points,115th,255.78,
Points - Total,121st,2302,
Skidpad - Average Points,149th,5.64,
Skidpad - Best Result,131st,25th,x1
Skidpad - Total,136th,50.8,
