Acceleration - Average Points,2nd,22.85,
Acceleration - Best Result,1st,11th,x1
Acceleration - Total,2nd,228.47,
AutoX - Average Points,1st,33.09,
AutoX - Best Result,1st,11th,x1
AutoX - Total,1st,330.93,
Business Presentation - Average Points,3rd,37.37,
Business Presentation - Best Result,3rd,11th,x1
Business Presentation - Total,2nd,373.7,
Cost - Average Points,3rd,43.67,
Cost - Best Result,1st,1st,x1
Cost - Total,2nd,436.7,
Endurance - Average Points,2nd,30.3,
Endurance - Best Result,1st,4th,x1
Endurance - Total,2nd,303.02,
Engineering Design - Average Points,3rd,64.82,
Engineering Design - Best Result,1st,12th,x1
Engineering Design - Total,1st,648.19,
Fuel - Average Points,3rd,9.55,
Fuel - Best Result,2nd,4th,x1
Fuel - Total,2nd,95.47,
Points - Average Points,2nd,247.3,
Points - Total,2nd,2473,
Skidpad - Average Points,1st,12.8,
Skidpad - Best Result,1st,14th,x1
Skidpad - Total,1st,127.97,
