Acceleration - Average Points,97th,27.41,
Acceleration - Best Result,48th,4th,x1
Acceleration - Total,53rd,740.19,
AutoX - Average Points,69th,48.74,
AutoX - Best Result,30th,3rd,x1
AutoX - Total,44th,1316.09,
Business Presentation - Average Points,82nd,46.4,
Business Presentation - Best Result,68th,6th,x1
Business Presentation - Total,37th,1252.77,
Cost - Average Points,75th,62.47,
Cost - Best Result,4th,1st,x3
Cost - Total,31st,1686.71,
Endurance - Average Points,44th,86.31,
Endurance - Best Result,38th,4th,x1
Endurance - Total,37th,2330.25,
Engineering Design - Average Points,69th,73.72,
Engineering Design - Best Result,35th,4th,x1
Engineering Design - Total,42nd,1990.55,
Fuel - Average Points,37th,20.75,
Fuel - Best Result,48th,4th,x1
Fuel - Total,29th,560.27,
Points - Average Points,60th,380.74,
Points - Total,38th,10280,
Skidpad - Average Points,77th,15.25,
Skidpad - Best Result,45th,5th,x1
Skidpad - Total,52nd,411.78,
