Acceleration - Average Points,8th,0.44,
Acceleration - Best Result,7th,30th,x1
Acceleration - Total,8th,3.5,
AutoX - Average Points,6th,7.96,
AutoX - Best Result,6th,22nd,x1
AutoX - Total,6th,63.71,
Business Presentation - Average Points,5th,37.67,
Business Presentation - Best Result,5th,11th,x2
Business Presentation - Total,4th,301.34,
Cost - Average Points,5th,41.32,
Cost - Best Result,5th,16th,x1
Cost - Total,3rd,330.57,
Endurance - Average Points,4th,14.5,
Endurance - Best Result,1st,10th,x1
Endurance - Total,3rd,116.0,
Engineering Design - Average Points,4th,48.31,
Engineering Design - Best Result,4th,21st,x1
Engineering Design - Total,4th,386.47,
Points - Average Points,5th,142.12,
Points - Total,4th,1137,
Skidpad - Average Points,7th,0.62,
Skidpad - Best Result,7th,29th,x1
Skidpad - Total,6th,5.0,
