Acceleration - Average Points,13th,11.91,
Acceleration - Best Result,3rd,1st,x1
Acceleration - Total,3rd,202.54,
AutoX - Average Points,19th,6.12,
AutoX - Best Result,19th,9th,x1
AutoX - Total,8th,103.96,
Business Presentation - Average Points,22nd,54.61,
Business Presentation - Best Result,5th,2nd,x2
Business Presentation - Total,1st,928.3,
Cost - Average Points,6th,78.43,
Cost - Best Result,4th,1st,x1
Cost - Total,1st,1333.39,
Endurance - Average Points,20th,2.94,
Endurance - Best Result,19th,16th,x1
Endurance - Total,15th,50.0,
Engineering Design - Average Points,30th,69.69,
Engineering Design - Best Result,3rd,1st,x1
Engineering Design - Total,1st,1184.68,
Points - Average Points,21st,215.18,
Points - Total,1st,3658,
Skidpad - Average Points,16th,3.64,
Skidpad - Best Result,7th,4th,x1
Skidpad - Total,7th,61.86,
