Acceleration - Average Points,163rd,11.57,
Acceleration - Best Result,62nd,6th,x1
Acceleration - Total,138th,138.86,
AutoX - Average Points,146th,18.91,
AutoX - Best Result,55th,7th,x1
AutoX - Total,127th,226.89,
Business Presentation - Average Points,81st,46.63,
Business Presentation - Best Result,78th,7th,x1
Business Presentation - Total,100th,559.6,
Cost - Average Points,53rd,65.01,
Cost - Best Result,104th,11th,x1
Cost - Total,96th,780.15,
Endurance - Average Points,114th,34.12,
Endurance - Best Result,64th,7th,x1
Endurance - Total,106th,409.46,
Engineering Design - Average Points,127th,60.0,
Engineering Design - Best Result,98th,12th,x1
Engineering Design - Total,110th,720.0,
Points - Average Points,131st,242.83,
Points - Total,115th,2914,
Skidpad - Average Points,145th,6.64,
Skidpad - Best Result,79th,12th,x1
Skidpad - Total,128th,79.67,
