Acceleration - Average Points,37th,29.03,
Acceleration - Best Result,42nd,11th,x1
Acceleration - Total,39th,406.43,
AutoX - Average Points,28th,62.52,
AutoX - Best Result,59th,11th,x1
AutoX - Total,32nd,875.24,
Business Presentation - Average Points,35th,40.23,
Business Presentation - Best Result,34th,6th,x1
Business Presentation - Total,35th,563.23,
Cost - Average Points,45th,34.15,
Cost - Best Result,48th,13th,x1
Cost - Total,40th,478.17,
Endurance - Average Points,39th,83.02,
Endurance - Best Result,47th,11th,x1
Endurance - Total,36th,1162.23,
Engineering Design - Average Points,51st,62.02,
Engineering Design - Best Result,41st,13th,x1
Engineering Design - Total,43rd,868.22,
Fuel - Average Points,48th,13.4,
Fuel - Best Result,52nd,15th,x1
Fuel - Total,42nd,187.6,
Points - Average Points,40th,335.29,
Points - Total,41st,4694,
Skidpad - Average Points,40th,14.61,
Skidpad - Best Result,29th,6th,x1
Skidpad - Total,39th,204.56,
