Acceleration - Average Points,154th,14.76,
Acceleration - Best Result,149th,27th,x1
Acceleration - Total,147th,103.3,
AutoX - Average Points,117th,28.3,
AutoX - Best Result,147th,32nd,x1
AutoX - Total,132nd,198.1,
Business Presentation - Average Points,97th,44.92,
Business Presentation - Best Result,94th,10th,x1
Business Presentation - Total,133rd,314.43,
Cost - Average Points,87th,60.26,
Cost - Best Result,163rd,35th,x1
Cost - Total,140th,421.8,
Endurance - Average Points,142nd,20.49,
Endurance - Best Result,91st,12th,x1
Endurance - Total,150th,143.4,
Engineering Design - Average Points,139th,56.71,
Engineering Design - Best Result,142nd,25th,x1
Engineering Design - Total,143rd,397.0,
Fuel - Average Points,50th,18.97,
Fuel - Best Result,27th,2nd,x1
Fuel - Total,95th,132.8,
Points - Average Points,122nd,251.86,
Points - Total,138th,1763,
Skidpad - Average Points,138th,7.51,
Skidpad - Best Result,156th,33rd,x1
Skidpad - Total,140th,52.6,
