Rank,University,Points
1,Universität Stuttgart,55726
2,Hochschule Esslingen,31534
3,Fachhochschule Coburg,29867
4,Technical University of Munich,27978
5,Karlsruhe Institute of Technology,27408
6,Hochschule für Angewandte Wissenschaften Hamburg,25959
7,Friedrich-Alexander-Universität Erlangen-Nürnberg,20854
8,Hochschule Karlsruhe - Technik und Wirtschaft,18282
9,Fachhochschule Stralsund,17882
10,Technische Universität Berlin,17698
11,Fachhochschule München,16473
12,Ostbayerische Technische Hochschule Regensburg,15863
13,University of Applied Sciences Ravensburg-Weingarten,15680
14,Universität Paderborn,15345
15,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),13231
16,Fachhochschule Konstanz,13196
17,Hochschule Darmstadt UAS,13187
18,Universität Kassel,10985
19,UAS Kempten,10968
20,Ulm University of Applied Sciences,9210
21,Technische Universität Braunschweig,8533
22,Technische Hochschule Mittelhessen,8285
23,UAS Würzburg-Schweinfurt,8194
24,Technische Universität Darmstadt,8092
25,Fachhochschule Aachen,7014
26,Rheinisch-Westfälische Technische Hochschule Aachen,6423
27,Westsächsische Hochschule Zwickau,6330
28,Fachhochschule Kiel,6236
29,Technische Hochschule Ostwestfalen-Lippe,5751
30,Ostfalia University of Applied Sciences,5624
31,Hochschule Niederrhein,5562
32,Hochschule RheinMain,5557
33,Hochschule für Technik und Wirtschaft Berlin,5446
34,Technische Universität Bergakademie Freiberg,5303
35,Fachhochschule Hannover,5048
36,Hochschule Pforzheim,4810
37,Fachhochschule Dortmund,4093
38,Universität Bayreuth,3949
39,Ruhr-Universität Bochum,3931
40,Hochschule Heilbronn,3859
41,Hochschule für Technik und Wirtschaft Mittweida,3753
42,Saarland University,3594
43,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,3341
44,Duale Hochschule Baden-Württemberg Ravensburg,3187
45,Otto-von-Guericke-Universität Magdeburg,2949
46,Technische Universität Dortmund,2445
47,Hochschule Mannheim,2291
48,Technische Hochschule Lübeck,2186
49,Technische Universität Kaiserslautern,2126
50,Technische Hochschule Köln,2092
51,Bergische Universität Wuppertal,1960
52,Fachhochschule Osnabrück,1829
53,Technische Universität Dresden,1610
54,Universität Siegen,1447
55,Deggendorf Institute of Technology,1215
56,Duale Hochschule Baden-Württemberg Stuttgart,1137
57,Fachhochschule für Wirtschaft und Technik,987
58,Brandenburgische Technische Universität Cottbus,918
59,Hochschule Offenburg,738
60,Universität der Bundeswehr München,728
61,Hochschule Bonn-Rhein-Sieg,660
62,Technische Universität Ilmenau,587
63,Berlin School of Economics,541
64,Leibniz Universität Hannover,541
65,Koblenz University of Applied Science,171
66,Fachhochschule Frankfurt am Main,125
