Rank,University,Points
1,Universität Stuttgart,78.62
2,Karlsruhe Institute of Technology,77.42
3,Hochschule Esslingen,76.44
4,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),75.76
5,Fachhochschule Stralsund,75.4
6,University of Applied Sciences Ravensburg-Weingarten,74.94
7,Deggendorf Institute of Technology,73.94
8,Friedrich-Alexander-Universität Erlangen-Nürnberg,73.13
9,Fachhochschule Coburg,73.12
10,Westsächsische Hochschule Zwickau,72.91
11,Ostbayerische Technische Hochschule Regensburg,72.69
12,Technische Universität Berlin,70.95
13,Technische Universität Darmstadt,69.95
14,Technische Hochschule Lübeck,69.9
15,Technische Universität Braunschweig,69.82
16,Hochschule Karlsruhe - Technik und Wirtschaft,69.38
17,Duale Hochschule Baden-Württemberg Stuttgart,69.24
18,Berlin School of Economics,68.71
19,Ostfalia University of Applied Sciences,68.23
20,Fachhochschule München,68.06
21,Technische Universität Bergakademie Freiberg,68.0
22,Hochschule für Technik und Wirtschaft Mittweida,67.79
23,Technical University of Munich,67.73
24,Duale Hochschule Baden-Württemberg Ravensburg,67.17
25,Fachhochschule Kiel,66.82
26,Hochschule für Angewandte Wissenschaften Hamburg,66.63
27,Universität Kassel,66.12
28,Fachhochschule für Wirtschaft und Technik,65.83
29,Hochschule Offenburg,65.64
30,Hochschule Niederrhein,65.6
31,Universität Siegen,65.44
32,Koblenz University of Applied Science,65.0
33,UAS Würzburg-Schweinfurt,64.92
34,Universität Paderborn,63.9
35,Technische Hochschule Ostwestfalen-Lippe,63.36
36,Hochschule RheinMain,62.4
37,Universität Bayreuth,62.4
38,Fachhochschule Osnabrück,62.03
39,Fachhochschule Konstanz,61.79
40,Hochschule für Technik und Wirtschaft Berlin,61.17
41,Rheinisch-Westfälische Technische Hochschule Aachen,59.85
42,Technische Hochschule Köln,59.82
43,Otto-von-Guericke-Universität Magdeburg,59.7
44,UAS Kempten,58.3
45,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,58.0
46,Ulm University of Applied Sciences,56.85
47,Saarland University,55.98
48,Hochschule Darmstadt UAS,54.7
49,Technische Hochschule Mittelhessen,53.93
50,Hochschule Heilbronn,52.91
51,Technische Universität Dortmund,51.72
52,Fachhochschule Aachen,50.99
53,Hochschule Pforzheim,50.32
54,Technische Universität Ilmenau,49.68
55,Leibniz Universität Hannover,47.54
56,Technische Universität Kaiserslautern,47.01
57,Ruhr-Universität Bochum,46.37
58,Fachhochschule Hannover,39.52
59,Technische Universität Dresden,38.82
60,Hochschule Mannheim,35.11
61,Universität der Bundeswehr München,29.64
62,Bergische Universität Wuppertal,26.45
63,Fachhochschule Dortmund,25.97
64,Brandenburgische Technische Universität Cottbus,23.43
65,Hochschule Bonn-Rhein-Sieg,17.37
66,Fachhochschule Frankfurt am Main,9.8
