Rank,University,Points
1,Universität Stuttgart,3343.55
2,Hochschule Esslingen,2306.63
3,Karlsruhe Institute of Technology,2082.28
4,Technical University of Munich,1844.54
5,Fachhochschule Coburg,1780.22
6,Hochschule für Angewandte Wissenschaften Hamburg,1550.64
7,Hochschule Karlsruhe - Technik und Wirtschaft,1525.3
8,Technische Universität Berlin,1366.54
9,Fachhochschule Stralsund,1335.49
10,Friedrich-Alexander-Universität Erlangen-Nürnberg,1267.02
11,Ostbayerische Technische Hochschule Regensburg,1113.03
12,Universität Paderborn,1102.5
13,Fachhochschule München,1063.3
14,University of Applied Sciences Ravensburg-Weingarten,1023.66
15,Fachhochschule Konstanz,860.31
16,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),856.43
17,Hochschule Darmstadt UAS,794.05
18,UAS Kempten,774.19
19,Universität Kassel,733.04
20,Ulm University of Applied Sciences,676.3
21,UAS Würzburg-Schweinfurt,638.58
22,Technische Universität Braunschweig,601.91
23,Fachhochschule Aachen,581.38
24,Technische Hochschule Mittelhessen,493.52
25,Technische Universität Darmstadt,456.01
26,Westsächsische Hochschule Zwickau,439.26
27,Fachhochschule Hannover,426.06
28,Fachhochschule Kiel,409.59
29,Technische Universität Bergakademie Freiberg,402.5
30,Technische Hochschule Ostwestfalen-Lippe,397.49
31,Rheinisch-Westfälische Technische Hochschule Aachen,394.79
32,Hochschule für Technik und Wirtschaft Berlin,369.77
33,Hochschule Pforzheim,364.57
34,Ostfalia University of Applied Sciences,356.11
35,Hochschule RheinMain,331.49
36,Duale Hochschule Baden-Württemberg Ravensburg,260.49
37,Hochschule Niederrhein,255.81
38,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,223.23
39,Universität Bayreuth,200.77
40,Hochschule Heilbronn,192.07
41,Hochschule für Technik und Wirtschaft Mittweida,173.33
42,Ruhr-Universität Bochum,166.07
43,Hochschule Mannheim,158.71
44,Saarland University,143.18
45,Technische Hochschule Köln,119.81
46,Otto-von-Guericke-Universität Magdeburg,118.07
47,Universität Siegen,107.44
48,Technische Universität Kaiserslautern,102.3
49,Fachhochschule für Wirtschaft und Technik,101.93
50,Brandenburgische Technische Universität Cottbus,83.0
51,Duale Hochschule Baden-Württemberg Stuttgart,78.92
52,Technische Universität Dortmund,78.35
53,Technische Universität Dresden,69.93
54,Fachhochschule Osnabrück,69.19
55,Hochschule Bonn-Rhein-Sieg,64.55
56,Bergische Universität Wuppertal,62.71
57,Fachhochschule Dortmund,61.1
58,Deggendorf Institute of Technology,58.3
59,Technische Universität Ilmenau,55.24
60,Technische Hochschule Lübeck,53.38
61,Universität der Bundeswehr München,37.4
62,Leibniz Universität Hannover,22.21
63,Hochschule Offenburg,3.5
64,Fachhochschule Frankfurt am Main,2.5
65,Berlin School of Economics,0.0
66,Koblenz University of Applied Science,0.0
