Rank,University,Points
1,Universität Stuttgart,4754.41
2,Karlsruhe Institute of Technology,3119.66
3,Technical University of Munich,2762.91
4,Hochschule für Angewandte Wissenschaften Hamburg,2622.11
5,Hochschule Esslingen,2618.03
6,Fachhochschule Coburg,2563.67
7,Fachhochschule Stralsund,2172.47
8,Friedrich-Alexander-Universität Erlangen-Nürnberg,2062.69
9,Fachhochschule München,2012.33
10,Universität Paderborn,1923.76
11,Technische Universität Berlin,1911.61
12,Hochschule Karlsruhe - Technik und Wirtschaft,1901.72
13,Ostbayerische Technische Hochschule Regensburg,1840.92
14,Fachhochschule Konstanz,1840.32
15,University of Applied Sciences Ravensburg-Weingarten,1707.16
16,UAS Kempten,1614.84
17,Hochschule Darmstadt UAS,1536.49
18,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1370.92
19,Ulm University of Applied Sciences,1306.46
20,Universität Kassel,1201.53
21,Rheinisch-Westfälische Technische Hochschule Aachen,1053.19
22,UAS Würzburg-Schweinfurt,983.57
23,Fachhochschule Aachen,973.49
24,Technische Universität Braunschweig,965.5
25,Hochschule für Technik und Wirtschaft Berlin,957.06
26,Technische Universität Darmstadt,865.64
27,Hochschule Niederrhein,859.95
28,Technische Hochschule Mittelhessen,791.0
29,Ruhr-Universität Bochum,740.61
30,Hochschule Pforzheim,727.04
31,Fachhochschule Hannover,720.57
32,Hochschule RheinMain,685.88
33,Hochschule Heilbronn,683.66
34,Ostfalia University of Applied Sciences,667.3
35,Saarland University,665.41
36,Westsächsische Hochschule Zwickau,653.7
37,Fachhochschule Kiel,632.88
38,Universität Bayreuth,629.08
39,Technische Universität Bergakademie Freiberg,611.27
40,Technische Hochschule Ostwestfalen-Lippe,584.81
41,Fachhochschule Dortmund,583.06
42,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,573.85
43,Technische Hochschule Lübeck,561.83
44,Otto-von-Guericke-Universität Magdeburg,559.97
45,Technische Universität Dortmund,485.88
46,Hochschule für Technik und Wirtschaft Mittweida,478.72
47,Duale Hochschule Baden-Württemberg Ravensburg,447.01
48,Hochschule Mannheim,419.23
49,Technische Universität Kaiserslautern,341.92
50,Bergische Universität Wuppertal,306.99
51,Technische Universität Dresden,272.01
52,Fachhochschule Osnabrück,262.11
53,Technische Hochschule Köln,251.71
54,Brandenburgische Technische Universität Cottbus,241.7
55,Universität der Bundeswehr München,219.3
56,Deggendorf Institute of Technology,205.52
57,Duale Hochschule Baden-Württemberg Stuttgart,185.04
58,Hochschule Offenburg,183.02
59,Fachhochschule für Wirtschaft und Technik,174.6
60,Universität Siegen,163.28
61,Berlin School of Economics,145.61
62,Leibniz Universität Hannover,118.28
63,Technische Universität Ilmenau,113.9
64,Koblenz University of Applied Science,64.0
65,Hochschule Bonn-Rhein-Sieg,42.24
66,Fachhochschule Frankfurt am Main,41.85
