Rank,University,Points
1,Hochschule Esslingen,51.26
2,Universität Stuttgart,49.9
3,Karlsruhe Institute of Technology,44.3
4,Hochschule Karlsruhe - Technik und Wirtschaft,43.58
5,Technische Universität Berlin,41.41
6,Technische Universität Bergakademie Freiberg,40.25
7,Technical University of Munich,40.1
8,Westsächsische Hochschule Zwickau,39.93
9,Fachhochschule Stralsund,38.16
10,Technische Universität Braunschweig,37.62
11,Fachhochschule Coburg,37.09
12,Universität Siegen,35.81
13,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),35.68
14,Universität Kassel,34.91
15,Ostbayerische Technische Hochschule Regensburg,34.78
16,Fachhochschule Kiel,34.13
17,Fachhochschule für Wirtschaft und Technik,33.98
18,Duale Hochschule Baden-Württemberg Ravensburg,32.56
19,Friedrich-Alexander-Universität Erlangen-Nürnberg,32.49
20,Hochschule für Angewandte Wissenschaften Hamburg,32.3
21,University of Applied Sciences Ravensburg-Weingarten,31.99
22,UAS Würzburg-Schweinfurt,31.93
23,Universität Paderborn,31.5
24,Fachhochschule München,31.27
25,Technische Hochschule Mittelhessen,30.84
26,Technische Universität Ilmenau,27.62
27,Ostfalia University of Applied Sciences,27.39
28,Technische Universität Darmstadt,26.82
29,UAS Kempten,26.7
30,Technische Hochschule Ostwestfalen-Lippe,26.5
31,Duale Hochschule Baden-Württemberg Stuttgart,26.31
32,Fachhochschule Konstanz,26.07
33,Ulm University of Applied Sciences,26.01
34,Hochschule Darmstadt UAS,25.61
35,Fachhochschule Aachen,25.28
36,Hochschule Pforzheim,24.3
37,Technische Hochschule Köln,23.96
38,Fachhochschule Hannover,23.67
39,Hochschule für Technik und Wirtschaft Berlin,21.75
40,Hochschule Bonn-Rhein-Sieg,21.52
41,Hochschule RheinMain,20.72
42,Rheinisch-Westfälische Technische Hochschule Aachen,19.74
43,Universität Bayreuth,18.25
44,Hochschule für Technik und Wirtschaft Mittweida,17.33
45,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,17.17
46,Hochschule Mannheim,15.87
47,Hochschule Niederrhein,15.05
48,Deggendorf Institute of Technology,14.58
49,Fachhochschule Osnabrück,13.84
50,Brandenburgische Technische Universität Cottbus,11.86
51,Technische Universität Dresden,11.66
52,Technische Universität Kaiserslautern,11.37
53,Hochschule Heilbronn,11.3
54,Saarland University,9.55
55,Ruhr-Universität Bochum,9.23
56,Otto-von-Guericke-Universität Magdeburg,9.08
57,Technische Hochschule Lübeck,8.9
58,Universität der Bundeswehr München,7.48
59,Bergische Universität Wuppertal,5.7
60,Leibniz Universität Hannover,5.55
61,Technische Universität Dortmund,5.22
62,Fachhochschule Dortmund,4.36
63,Fachhochschule Frankfurt am Main,1.25
64,Hochschule Offenburg,0.7
65,Berlin School of Economics,0.0
66,Koblenz University of Applied Science,0.0
