Rank,University,Lowest Place,#
1,Universität Stuttgart,1st,23
2,Hochschule Esslingen,1st,10
3,Technical University of Munich,1st,4
4,Fachhochschule Coburg,1st,3
5,Hochschule für Angewandte Wissenschaften Hamburg,1st,3
6,Hochschule Karlsruhe - Technik und Wirtschaft,1st,3
7,Friedrich-Alexander-Universität Erlangen-Nürnberg,1st,1
8,Hochschule Darmstadt UAS,1st,1
9,Technische Universität Berlin,1st,1
10,Universität Kassel,1st,1
11,Karlsruhe Institute of Technology,2nd,3
12,Technische Hochschule Mittelhessen,2nd,2
13,Technische Universität Darmstadt,2nd,1
14,University of Applied Sciences Ravensburg-Weingarten,2nd,1
15,Fachhochschule Stralsund,3rd,2
16,Fachhochschule Konstanz,3rd,1
17,Fachhochschule München,3rd,1
18,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),3rd,1
19,Ostbayerische Technische Hochschule Regensburg,3rd,1
20,Technische Universität Braunschweig,3rd,1
21,Ulm University of Applied Sciences,3rd,1
22,Technische Hochschule Ostwestfalen-Lippe,4th,1
23,UAS Kempten,4th,1
24,Universität Paderborn,4th,1
25,Westsächsische Hochschule Zwickau,4th,1
26,UAS Würzburg-Schweinfurt,5th,1
27,Hochschule Pforzheim,6th,2
28,Technische Universität Bergakademie Freiberg,6th,2
29,Fachhochschule Hannover,6th,1
30,Hochschule Heilbronn,6th,1
31,Hochschule RheinMain,6th,1
32,Ruhr-Universität Bochum,6th,1
33,Technische Hochschule Köln,6th,1
34,Hochschule Niederrhein,7th,1
35,Ostfalia University of Applied Sciences,7th,1
36,Otto-von-Guericke-Universität Magdeburg,7th,1
37,Saarland University,7th,1
38,Fachhochschule für Wirtschaft und Technik,8th,1
39,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,8th,1
40,Hochschule für Technik und Wirtschaft Mittweida,8th,1
41,Technische Universität Dortmund,8th,1
42,Hochschule Mannheim,9th,2
43,Fachhochschule Kiel,9th,1
44,Universität Bayreuth,9th,1
45,Universität Siegen,9th,1
46,Bergische Universität Wuppertal,10th,1
47,Duale Hochschule Baden-Württemberg Ravensburg,10th,1
48,Fachhochschule Aachen,10th,1
49,Fachhochschule Osnabrück,10th,1
50,Hochschule für Technik und Wirtschaft Berlin,10th,1
51,Technische Universität Dresden,10th,1
52,Rheinisch-Westfälische Technische Hochschule Aachen,11th,1
53,Technische Universität Kaiserslautern,13th,1
54,Fachhochschule Dortmund,14th,1
55,Technische Hochschule Lübeck,15th,1
56,Duale Hochschule Baden-Württemberg Stuttgart,16th,1
57,Technische Universität Ilmenau,18th,1
58,Deggendorf Institute of Technology,19th,1
59,Hochschule Bonn-Rhein-Sieg,22nd,1
60,Berlin School of Economics,N/A,0
61,Brandenburgische Technische Universität Cottbus,N/A,0
62,Fachhochschule Frankfurt am Main,N/A,0
63,Hochschule Offenburg,N/A,0
64,Koblenz University of Applied Science,N/A,0
65,Leibniz Universität Hannover,N/A,0
66,Universität der Bundeswehr München,N/A,0
