Rank,University,Points
1,ETH Zürich,2819.69
2,École Polytechnique Fédérale de Lausanne,223.09
3,Bern University of Applied Sciences,189.1
4,HES-SO Valais-Wallis,14.25
5,Zürcher Hochschule für Angewandte Wissenschaften,7.0
