Rank,University,Lowest Place,#
1,ETH Zürich,1st,6
2,École Polytechnique Fédérale de Lausanne,9th,1
3,Bern University of Applied Sciences,13th,2
4,Zürcher Hochschule für Angewandte Wissenschaften,63rd,1
