Rank,University,Lowest Place,#
1,ETH Zürich,1st,14
2,Bern University of Applied Sciences,2nd,1
3,École Polytechnique Fédérale de Lausanne,3rd,1
4,HES-SO Valais-Wallis,6th,1
5,Zürcher Hochschule für Angewandte Wissenschaften,16th,1
