Rank,University,Lowest Place,#
1,ETH Zürich,1st,25
2,École Polytechnique Fédérale de Lausanne,7th,1
3,Bern University of Applied Sciences,10th,1
4,Zürcher Hochschule für Angewandte Wissenschaften,14th,1
