Rank,University,Lowest Place,#
1,ETH Zürich,1st,12
2,Bern University of Applied Sciences,5th,1
3,École Polytechnique Fédérale de Lausanne,6th,1
4,Zürcher Hochschule für Angewandte Wissenschaften,N/A,0
