Rank,University,Points
1,Rochester Institute of Technology,744.5
2,Carnegie Mellon University,722.83
3,University of Washington,613.17
4,Georgia Institute of Technology,608.75
5,University of Michigan - Ann Arbor,567.2
6,University of Pennsylvania,499.8
7,Massachusetts Institute of Technology,499.2
8,Cornell University,468.0
9,University of Texas at Arlington,466.0
10,The University of Akron,456.67
11,University of Wisconsin-Madison,436.33
12,Virginia Polytechnic Institute and State University,424.25
13,Kennesaw State University,376.0
14,University of Illinois at Urbana-Champaign,339.17
15,University of Minnesota Twin Cities,338.33
16,California State Polytechnic University - San Luis Obispo,315.33
17,San José State University,315.17
18,University of California Davis,307.33
19,Auburn University,280.0
20,Purdue University - West Lafayette,278.67
21,University of Texas at Austin,275.67
22,Columbia University,273.0
23,Pennsylvania State University,259.0
24,Missouri University of Science and Technology,240.5
25,University of Missouri,229.5
26,University of Kansas,226.0
27,University of Florida,224.5
28,University of New Mexico,201.33
29,Western Washington University,200.0
30,The University of Michigan-Dearborn,193.0
31,University of California Berkeley,184.33
32,North Carolina State University,174.0
33,Portland State University,168.0
34,California Baptist University,160.0
35,Olin College of Engineering,159.75
36,Rensselaer Polytechnic Institute,158.5
37,University of North Carolina at Asheville,156.5
38,University of Nevada - Reno,148.0
39,University of North Carolina at Charlotte,142.0
40,University of Utah,140.5
41,University of California Riverside,140.0
42,University of Iowa,134.0
43,Texas A&M University,130.0
44,Louisiana State University,128.0
45,San Diego State University,127.75
46,Rutgers The State University of New Jersey,123.33
47,University of Texas at San Antonio,119.0
48,Cooper Union,116.0
49,University of Maryland,113.67
50,California Institute of Technology,111.67
51,University of California Santa Barbara,111.0
52,University of Cincinnati,107.67
53,Northwestern University,103.5
54,University of Southern California,91.67
55,University of California - Santa Cruz,89.5
56,University of California Irvine,84.0
57,University of Colorado - Colorado Springs,76.0
58,Drexel University,68.67
