Rank,University,Points
1,Carnegie Mellon University,3747
2,University of Washington,2991
3,University of Pennsylvania,2499
4,University of Michigan - Ann Arbor,2315
5,Massachusetts Institute of Technology,2123
6,University of Wisconsin-Madison,1864
7,Georgia Institute of Technology,1683
8,University of Texas at Austin,1478
9,University of California Davis,1453
10,Purdue University - West Lafayette,1394
11,University of Illinois at Urbana-Champaign,1335
12,California State Polytechnic University - San Luis Obispo,1244
13,San José State University,1167
14,The University of Akron,1089
15,Virginia Polytechnic Institute and State University,1069
16,Kennesaw State University,935
17,Missouri University of Science and Technology,855
18,University of Minnesota Twin Cities,807
19,Cornell University,692
20,San Diego State University,511
21,Olin College of Engineering,487
22,University of New Mexico,408
23,Western Washington University,405
24,The University of Michigan-Dearborn,386
25,California Baptist University,320
26,University of North Carolina at Asheville,313
27,University of California Berkeley,312
28,University of Utah,281
29,University of California Riverside,280
30,California Institute of Technology,277
31,University of Kansas,226
32,Rutgers The State University of New Jersey,215
33,University of Maryland,191
34,University of Cincinnati,183
35,North Carolina State University,174
36,Portland State University,168
37,Drexel University,149
38,University of Southern California,138
39,Texas A&M University,134
40,University of Iowa,134
41,University of Colorado - Colorado Springs,121
42,University of Texas at San Antonio,119
43,University of California Irvine,84
44,University of California - Santa Cruz,40
