Rank,University,Points
1,University of Washington,70.7
2,University of Colorado - Colorado Springs,67.3
3,Carnegie Mellon University,66.9
4,University of Pennsylvania,66.36
5,University of Kansas,65.6
6,Massachusetts Institute of Technology,64.72
7,Western Washington University,63.0
8,Missouri University of Science and Technology,61.7
9,University of Michigan - Ann Arbor,61.32
10,Olin College of Engineering,61.23
11,University of Wisconsin-Madison,60.8
12,University of Southern California,60.65
13,Georgia Institute of Technology,60.17
14,California Baptist University,60.15
15,University of New Mexico,59.35
16,North Carolina State University,59.3
17,University of Maryland,58.7
18,California State Polytechnic University - San Luis Obispo,57.14
19,Cornell University,55.6
20,Purdue University - West Lafayette,55.2
21,The University of Michigan-Dearborn,55.1
22,Texas A&M University,54.5
23,California Institute of Technology,54.25
24,Rutgers The State University of New Jersey,52.8
25,Drexel University,52.4
26,University of North Carolina at Asheville,52.35
27,University of Illinois at Urbana-Champaign,51.52
28,University of Utah,51.5
29,Virginia Polytechnic Institute and State University,51.2
30,University of Iowa,51.1
31,San José State University,50.74
32,University of Texas at Austin,50.4
33,Portland State University,47.9
34,Kennesaw State University,46.93
35,University of California Irvine,43.6
36,University of Minnesota Twin Cities,43.3
37,San Diego State University,43.28
38,University of California Riverside,42.35
39,University of California Berkeley,41.5
40,University of Cincinnati,39.85
41,The University of Akron,36.03
42,University of California Davis,27.1
43,University of California - Santa Cruz,0.0
44,University of Texas at San Antonio,0.0
