Rank,University,Points
1,University of Washington,425.9
2,Carnegie Mellon University,396.3
3,University of Wisconsin-Madison,353.4
4,California State Polytechnic University - San Luis Obispo,333.1
5,University of Pennsylvania,331.8
6,Purdue University - West Lafayette,328.2
7,University of Illinois at Urbana-Champaign,326.8
8,San José State University,314.4
9,University of Michigan - Ann Arbor,304.1
10,Massachusetts Institute of Technology,303.4
11,University of Texas at Austin,293.1
12,Georgia Institute of Technology,247.5
13,Kennesaw State University,215.8
14,Olin College of Engineering,209.2
15,Missouri University of Science and Technology,201.9
16,Virginia Polytechnic Institute and State University,194.0
17,University of California Davis,181.1
18,Cornell University,180.4
19,Western Washington University,175.8
20,San Diego State University,173.1
21,University of New Mexico,168.5
22,University of Southern California,164.2
23,University of Maryland,161.1
24,Rutgers The State University of New Jersey,150.3
25,California Institute of Technology,146.6
26,University of California Berkeley,144.4
27,University of Minnesota Twin Cities,142.5
28,Drexel University,140.1
29,California Baptist University,120.3
30,University of Cincinnati,111.6
31,The University of Michigan-Dearborn,110.2
32,University of Florida,107.5
33,University of North Carolina at Asheville,104.7
34,University of Missouri,103.7
35,University of Utah,103.0
36,University of Texas at Arlington,99.5
37,The University of Akron,98.4
38,Pennsylvania State University,88.4
39,Auburn University,88.1
40,University of Colorado - Colorado Springs,87.9
41,University of California Santa Barbara,87.3
42,University of Nevada - Reno,86.5
43,University of California Riverside,84.7
44,Rochester Institute of Technology,79.5
45,Northwestern University,78.2
46,Columbia University,76.9
47,University of Kansas,65.6
48,Texas A&M University,64.5
49,North Carolina State University,59.3
50,University of North Carolina at Charlotte,57.6
51,Rensselaer Polytechnic Institute,53.7
52,University of Iowa,51.1
53,Cooper Union,50.8
54,Portland State University,47.9
55,University of California Irvine,43.6
56,University of California - Santa Cruz,33.1
57,Louisiana State University,19.5
58,University of Texas at San Antonio,0.0
