Rank,University,Lowest Place,#
1,Lund University,1st,1
2,Chalmers University of Technology,2nd,1
3,Luleå University of Technology,4th,1
4,KTH Royal Institute of Technology,10th,1
5,Linköping University,17th,2
6,Karlstad University,18th,1
