Rank,University,Lowest Place,#
1,Chalmers University of Technology,2nd,1
2,Lund University,5th,1
3,KTH Royal Institute of Technology,6th,1
4,Karlstad University,10th,1
5,Luleå University of Technology,11th,1
6,Linköping University,14th,1
