Rank,University,Lowest Place,#
1,Karlstad University,4th,1
2,Lund University,4th,1
3,Chalmers University of Technology,7th,1
4,Luleå University of Technology,7th,1
5,Linköping University,8th,1
6,KTH Royal Institute of Technology,9th,1
