Rank,University,Points
1,ETH Zürich,3416.26
2,Universität Stuttgart,3266.18
3,Karlsruhe Institute of Technology,2852.93
4,Technical University of Munich,2531.61
5,TU Delft,2484.04
6,Fachhochschule München,2390.46
7,Technische Universität Dresden,2281.54
8,Westsächsische Hochschule Zwickau,2247.33
9,Technische Universität Bergakademie Freiberg,2074.87
10,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,1975.6
11,Tallinn TU UAS,1913.92
12,Technische Universiteit Eindhoven,1908.32
13,Technische Universität Darmstadt,1859.58
14,Duale Hochschule Baden-Württemberg Stuttgart,1800.65
15,Technische Universität Hamburg,1794.28
16,Rheinisch-Westfälische Technische Hochschule Aachen,1736.44
17,Hochschule Bonn-Rhein-Sieg,1658.84
18,Deggendorf Institute of Technology,1647.03
19,Fachhochschule Kiel,1641.32
20,Technische Universität Wien,1621.12
21,Universidade de Lisboa - Instituto Superior Técnico,1615.84
22,GFR DHBW Ravensburg & Oregon State University,1535.13
23,Politecnico di Torino,1518.61
24,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1514.24
25,Leibniz Universität Hannover,1508.99
26,KU Leuven - Group T Campus,1502.23
27,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1433.29
28,Czech Technical University in Prague,1431.96
29,Norwegian University of Science and Technology,1405.84
30,Budapest University of Technology and Economics,1372.66
31,Technische Universität Kaiserslautern,1369.1
32,University of the Basque Country,1345.46
33,Universität Bayreuth,1309.65
34,Hochschule für angewandte Wissenschaften Augsburg,1174.58
35,Technische Hochschule Ingolstadt,1164.24
36,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,1141.06
37,Fachhochschule für Wirtschaft und Technik,1082.97
38,Ostfalia University of Applied Sciences,1032.71
39,Hochschule RheinMain,985.21
40,Helsinki Metropolia University of Applied Sciences,951.75
41,Universität Siegen,929.69
42,Technische Hochschule Köln,887.44
43,Fachhochschule Osnabrück,885.8
44,Technische Universität Graz,874.66
45,University of Ljubljana,842.48
46,Chalmers University of Technology,808.94
47,Hochschule Esslingen,783.95
48,Technische Universität Braunschweig,780.25
49,TECNUN - University of Navarra,754.86
50,University of Patras,743.63
51,Georg-Simon-Ohm-Hochschule Nürnberg,730.64
52,UAS Würzburg-Schweinfurt,728.16
53,Escola d'Enginyeria de Barcelona Est. EEBE,722.07
54,Università degli Studi di Roma La Sapienza,720.91
55,University of Seville,707.16
