Rank,University,Lowest Place,#
1,ETH Zürich,1st,7
2,Technical University of Munich,1st,7
3,TU Delft,1st,5
4,Westsächsische Hochschule Zwickau,1st,5
5,Technische Universität Dresden,1st,4
6,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,1st,3
7,Fachhochschule Joanneum Graz,1st,3
8,Ostfalia University of Applied Sciences,1st,3
9,University of Queensland,1st,3
10,Budapest University of Technology and Economics,1st,2
11,Deggendorf Institute of Technology,1st,2
12,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1st,2
13,Fachhochschule Kiel,1st,2
14,Helsinki Metropolia University of Applied Sciences,1st,2
15,Hochschule RheinMain,1st,2
16,Karlsruhe Institute of Technology,1st,2
17,Norwegian University of Science and Technology,1st,2
18,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,1st,2
19,RMIT University,1st,2
20,Technische Universiteit Eindhoven,1st,2
21,Technische Universität Bergakademie Freiberg,1st,2
22,Technische Universität Hamburg,1st,2
23,University of the Basque Country,1st,2
24,Universität Stuttgart,1st,2
25,Alma Mater Studiorum - Università di Bologna,1st,1
26,Brno University of Technology,1st,1
27,Cornell University,1st,1
28,Czech Technical University in Prague,1st,1
29,Fachhochschule Osnabrück,1st,1
30,Hochschule Bonn-Rhein-Sieg,1st,1
31,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,1st,1
32,Hochschule für Angewandte Wissenschaften Hamburg,1st,1
33,Hochschule Karlsruhe,1st,1
34,Hochschule Pforzheim,1st,1
35,Iwate University,1st,1
36,KTH Royal Institute of Technology,1st,1
37,Leibniz Universität Hannover,1st,1
38,Missouri University of Science and Technology,1st,1
39,Moscow State Automobile & Road Technical University - MADI,1st,1
40,Niigata Institute of Technology,1st,1
41,Otto-von-Guericke-Universität Magdeburg,1st,1
42,Pimpri Chinchwad College Of Engineering,1st,1
43,Politecnico di Torino,1st,1
44,Purdue University - West Lafayette,1st,1
45,Rheinisch-Westfälische Technische Hochschule Aachen,1st,1
46,Smt. Kashibai Navale College of Engineering,1st,1
47,Tallinn TU UAS,1st,1
48,Technische Hochschule Augsburg,1st,1
49,Technische Universität Braunschweig,1st,1
50,Technische Universität Graz,1st,1
51,TECNUN - University of Navarra,1st,1
52,The University of Tokyo,1st,1
53,Tongji University,1st,1
54,Toyohashi University of Technology,1st,1
55,University of Bath,1st,1
56,University of Canterbury,1st,1
57,University of Patras,1st,1
58,University of Seville,1st,1
59,University of Stavanger,1st,1
60,University of Surrey,1st,1
61,University of Technology Sydney,1st,1
62,University of Texas at Arlington,1st,1
63,University of Texas at Austin,1st,1
64,University of Toronto,1st,1
65,Universität Bayreuth,1st,1
66,Université Laval,1st,1
67,École Polytechnique de Montréal,1st,1
68,Duale Hochschule Baden-Württemberg Stuttgart,2nd,4
69,Georg-Simon-Ohm-Hochschule Nürnberg,2nd,4
70,Fachhochschule München,2nd,3
71,Technische Universität Wien,2nd,3
72,Hochschule Aalen - Technik und Wirtschaft,2nd,2
73,Nagoya University,2nd,2
74,Technische Hochschule Köln,2nd,2
75,The University of Akron,2nd,2
76,Universidade de Lisboa - Instituto Superior Técnico,2nd,2
77,Universität Siegen,2nd,2
78,Aristotle University of Thessaloniki,2nd,1
79,Georgia Institute of Technology,2nd,1
80,Hochschule Esslingen,2nd,1
81,Imperial College London,2nd,1
82,K. J. Somaiya College of Engineering,2nd,1
83,KU Leuven - Group T Campus,2nd,1
84,Monash University,2nd,1
85,National Tsing Hua University,2nd,1
86,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2nd,1
87,San José State University,2nd,1
88,Shizuoka Institute of Science and Technology,2nd,1
89,Swinburne University of Technology,2nd,1
