Rank,University,Points
1,Warsaw University of Technology,216.83
2,University of Washington,210.1
3,Monash University,205.97
4,ETH Zürich,179.69
5,Universität Stuttgart,173.44
6,University of Canterbury,155.54
7,Nagoya University,155.46
8,Carnegie Mellon University,152.12
9,Duale Hochschule Baden-Württemberg Stuttgart,149.57
10,TU Delft,147.14
11,University of Adelaide,146.22
12,Tallinn TU UAS,143.68
13,Technische Universität Bergakademie Freiberg,140.16
14,Westsächsische Hochschule Zwickau,139.44
15,University of Auckland,138.76
16,Karlsruhe Institute of Technology,134.53
17,Brno University of Technology,132.61
18,Fachhochschule Joanneum Graz,125.74
19,GFR DHBW Ravensburg & Oregon State University,124.63
20,University of Wollongong,122.5
21,École de Technologie Superieure,120.6
22,National Tsing Hua University,118.73
23,RMIT University,116.84
24,Liaoning University of Technology,111.4
25,Technical University of Munich,110.82
26,Czech Technical University in Prague,108.73
27,Pimpri Chinchwad College Of Engineering,108.33
28,Hochschule Esslingen,107.64
29,University of Minnesota Twin Cities,105.8
30,Budapest University of Technology and Economics,104.55
31,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),100.11
32,Hochschule Bonn-Rhein-Sieg,99.08
33,University of Pennsylvania,98.56
34,Technische Universiteit Eindhoven,97.04
35,University of Toronto,96.99
36,National Technical University of Athens,94.49
37,Massachusetts Institute of Technology,94.43
38,University of Michigan - Ann Arbor,91.95
39,University of New South Wales,89.77
40,Rheinisch-Westfälische Technische Hochschule Aachen,88.69
41,University of Queensland,82.57
42,Norwegian University of Science and Technology,81.84
43,Fachhochschule Osnabrück,79.38
44,Fachhochschule München,77.08
45,Technische Hochschule Ingolstadt,75.17
46,The University of Newcastle,73.62
47,Swinburne University of Technology,72.02
48,Virginia Polytechnic Institute and State University,69.73
49,Technische Universität Dresden,69.21
50,Hefei University of Technology,69.2
51,Politecnico di Torino,69.01
52,University of Tasmania,66.54
53,Kennesaw State University,65.27
54,Chalmers University of Technology,63.16
55,Iwate University,63.1
56,Georg-Simon-Ohm-Hochschule Nürnberg,62.76
57,Toyohashi University of Technology,62.58
58,Technische Universität Graz,62.03
59,Aristotle University of Thessaloniki,61.38
60,Technische Universität Berlin,61.11
61,University of Technology Sydney,60.77
62,Universität Bayreuth,60.03
63,Université Laval,58.74
64,The University of Akron,57.83
65,École Polytechnique de Montréal,57.8
66,Fachhochschule Kiel,57.27
67,Ostfalia University of Applied Sciences,56.93
68,Universität Siegen,56.93
69,Technische Universität Hamburg,56.64
70,McGill University,54.3
71,Tongji University,51.05
72,University of California Davis,50.8
73,Deggendorf Institute of Technology,49.68
74,Niigata Institute of Technology,48.96
75,UAS Würzburg-Schweinfurt,48.28
76,K. J. Somaiya College of Engineering,48.19
77,University of Texas at Austin,47.88
78,Georgia Institute of Technology,47.4
79,University of Zagreb,46.97
80,University of South Australia,46.59
81,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),42.97
82,Universität Paderborn,39.89
83,Technische Universität Wien,39.78
84,Duale Hochschule Baden-Württemberg - Mannheim,37.38
85,Universidade de Lisboa - Instituto Superior Técnico,36.48
86,Helsinki Metropolia University of Applied Sciences,36.46
87,Toyota Technical College Nagoya,34.65
88,University of Nottingham,33.78
89,Bern University of Applied Sciences,33.37
90,University of Strathclyde,31.77
91,Ostbayerische Technische Hochschule Regensburg,31.23
92,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,31.22
93,Technische Universität Darmstadt,31.11
94,University of Ljubljana,29.73
95,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,29.21
96,KU Leuven - Group T Campus,28.86
97,Purdue University - West Lafayette,28.56
98,Università degli Studi di Parma,28.09
99,University of Bath,28.07
100,Hochschule RheinMain,27.42
101,Politecnico di Milano,26.66
102,Hochschule für angewandte Wissenschaften Augsburg,25.71
103,Beijing Institute of Technology,25.0
104,University of Illinois at Urbana-Champaign,24.32
