Rank,University,Points
1,Carnegie Mellon University,749.4
2,ETH Zürich,718.56
3,Monash University,715.0
4,Nagoya University,703.0
5,Universität Stuttgart,695.0
6,TU Delft,668.06
7,Tallinn TU UAS,636.31
8,University of Auckland,623.8
9,University of Canterbury,620.6
10,Duale Hochschule Baden-Württemberg Stuttgart,616.3
11,Westsächsische Hochschule Zwickau,611.16
12,Karlsruhe Institute of Technology,609.28
13,Fachhochschule Joanneum Graz,604.4
14,University of Washington,598.2
15,University of Michigan - Ann Arbor,578.75
16,Technical University of Munich,561.46
17,Georgia Institute of Technology,561.0
18,Brno University of Technology,551.57
19,École de Technologie Superieure,546.6
20,Technische Universität Bergakademie Freiberg,540.42
21,GFR DHBW Ravensburg & Oregon State University,531.48
22,Massachusetts Institute of Technology,530.75
23,Technische Universiteit Eindhoven,507.41
24,Norwegian University of Science and Technology,502.95
25,Hochschule Bonn-Rhein-Sieg,500.44
26,Universidade Estadual de Campinas,500.0
27,University of Pennsylvania,499.8
28,Budapest University of Technology and Economics,497.52
29,University of Adelaide,496.25
30,Warsaw University of Technology,488.0
31,Czech Technical University in Prague,478.22
32,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),475.96
33,RMIT University,472.09
34,National Tsing Hua University,471.17
35,University of Toronto,470.67
36,Rheinisch-Westfälische Technische Hochschule Aachen,470.54
37,University of Wollongong,467.5
38,National Technical University of Athens,456.75
39,McGill University,455.33
40,Fachhochschule München,451.76
41,Technische Universität Dresden,451.14
42,University of Queensland,450.67
43,Politecnico di Torino,440.0
44,Chalmers University of Technology,422.25
45,Hochschule Esslingen,409.26
46,Politecnico di Milano,408.56
47,University of Minnesota Twin Cities,403.5
48,The University of Newcastle,398.5
49,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),397.16
50,Technische Hochschule Ingolstadt,390.95
51,Ostfalia University of Applied Sciences,390.89
52,Swinburne University of Technology,390.55
53,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,387.5
54,Technische Universität Hamburg,386.48
55,University of Strathclyde,385.33
56,Oxford Brookes University,380.5
57,Université Laval,378.38
58,École Polytechnique de Montréal,376.4
59,Universität Bayreuth,376.05
60,Technische Universität Graz,375.25
61,Pimpri Chinchwad College Of Engineering,375.0
62,University of Wisconsin-Madison,372.8
63,Aristotle University of Thessaloniki,368.1
64,Technische Universität Wien,367.62
65,University of New South Wales,366.33
66,The University of Akron,363.0
67,Technische Universität Darmstadt,358.91
68,Universidade de Lisboa - Instituto Superior Técnico,358.85
69,Virginia Polytechnic Institute and State University,356.33
70,Tongji University,355.2
71,Fachhochschule Kiel,351.86
72,University of Technology Sydney,346.5
73,Cornell University,346.0
74,UAS Würzburg-Schweinfurt,342.33
75,Deggendorf Institute of Technology,339.54
76,Ulm University of Applied Sciences,339.5
77,Fachhochschule Osnabrück,335.94
78,Università degli Studi di Parma,335.67
79,Hochschule für angewandte Wissenschaften Augsburg,334.56
80,Liaoning University of Technology,332.5
81,University of Bath,328.0
82,Toyohashi University of Technology,327.33
83,Helsinki Metropolia University of Applied Sciences,324.61
84,University of the Basque Country,324.15
85,University of Tasmania,320.5
86,Universität Paderborn,320.14
87,Georg-Simon-Ohm-Hochschule Nürnberg,317.44
88,Kennesaw State University,311.67
89,Technische Universität Berlin,311.14
90,Università degli studi di Padova,311.09
91,Ostbayerische Technische Hochschule Regensburg,306.83
92,KU Leuven - Group T Campus,306.71
93,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,303.8
94,Universität Siegen,300.26
95,Hefei University of Technology,297.0
96,K. J. Somaiya College of Engineering,296.6
97,University of Texas at Austin,295.6
98,University of Southampton,295.5
99,University Of Hertfordshire,294.5
100,University of California Davis,290.6
101,Hochschule Pforzheim,289.0
102,University of Ljubljana,286.59
103,Missouri University of Science and Technology,285.0
104,University of Patras,279.33
105,Purdue University - West Lafayette,278.8
106,Iwate University,274.75
107,Hochschule RheinMain,272.0
108,University of Seville,271.75
109,Leibniz Universität Hannover,271.36
110,University of Illinois at Urbana-Champaign,267.0
111,University of Zagreb,266.0
112,Queen's University Belfast,265.5
113,Heriot-Watt University,264.0
114,University of Applied Sciences Ravensburg-Weingarten,261.33
115,MIT World Peace University,254.0
116,Technische Universität Kaiserslautern,253.37
117,Duale Hochschule Baden-Württemberg - Mannheim,251.44
118,Jilin University,250.0
119,California State Polytechnic University - San Luis Obispo,248.8
120,Smt. Kashibai Navale College of Engineering,248.0
121,University of Western Australia,247.5
122,Western University,245.5
123,Technische Hochschule Köln,240.37
124,École Polytechnique Fédérale de Lausanne,239.9
125,Wroclaw University of Technology,239.5
126,Bern University of Applied Sciences,237.73
127,University of Manitoba,236.5
128,Alma Mater Studiorum - Università di Bologna,236.25
129,University of Melbourne,235.75
130,University of British Columbia - Vancouver,234.5
131,San José State University,233.4
132,University of Southern Denmark,230.08
133,University of Nottingham,228.0
134,University of Kansas,226.0
135,Sardar Patel College of Engineering Mumbai,223.0
136,University of Surrey,222.4
137,Technische Universität Clausthal,220.33
138,Otto-von-Guericke-Universität Magdeburg,217.33
139,Università degli Studi di Trento,214.0
140,Ryerson University,212.0
141,Saarland University,209.67
142,Ramaiah Institute of Technology,209.0
143,University of Birmingham,208.5
144,Hochschule Mannheim,208.43
145,Fachhochschule Konstanz,208.0
146,KTH Royal Institute of Technology,205.9
147,Karlstad University,205.0
148,Indian Institute of Technology Bombay,204.67
149,Ain Shams University,204.0
150,University of New Mexico,204.0
151,Technische Universität Ilmenau,203.0
152,Western Washington University,202.5
153,Technische Universität Braunschweig,201.56
154,Shizuoka Institute of Science and Technology,200.57
155,Hochschule Aalen - Technik und Wirtschaft,198.47
156,University of South Australia,197.0
157,Imperial College London,196.5
158,Slovak University of Technology in Bratislava,196.44
159,Linköping University,196.33
160,Escola d'Enginyeria de Barcelona Est. EEBE,196.07
161,Loughborough University,196.0
162,Fachhochschule für Wirtschaft und Technik,194.74
163,TECNUN - University of Navarra,194.25
164,The University of Michigan-Dearborn,193.0
165,Hochschule Niederrhein,191.5
166,Indian Institute of Technology Roorkee,191.5
167,Yıldız Technical University,190.33
168,Indian Institute of Technology Delhi,188.83
169,Toyota Technical College Nagoya,188.14
170,MCT's Rajiv Gandhi Institute of Technology,188.0
171,University of Sussex,186.0
172,Technische Universität Chemnitz,184.17
173,PSG Institute of Technology and Applied Research,184.0
174,Democritus University of Thrace,182.67
175,Hochschule Karlsruhe - Technik und Wirtschaft,182.0
176,Leopold-Franzens-Universität Innsbruck,182.0
177,Università degli Studi di Roma La Sapienza,180.47
178,Beijing Institute of Technology,178.0
179,Dwarkadas. J. Sanghvi College of Engineering,177.5
180,Duale Hochschule Baden-Württemberg Mosbach,177.0
181,Poznan University of Technology,177.0
182,Concordia University,176.0
183,Friedrich-Alexander-Universität Erlangen-Nürnberg,175.0
184,North Carolina State University,174.0
185,Hochschule Landshut,173.67
186,University of Waterloo,173.0
187,Central South University - Changsha,172.0
188,Universidad Pontificia Comillas,171.29
189,Guangdong University of Technology,171.0
190,University College Dublin,171.0
191,University of Agder,170.33
192,Universidad Politécnica de Madrid (UPM),170.0
193,Portland State University,168.0
194,Ruhr-Universität Bochum,167.8
195,McMaster University,166.0
196,UAS Kempten,165.0
197,Ben-Gurion University of the Negev,164.14
198,Olin College of Engineering,162.33
199,California Baptist University,160.0
200,Cairo University,159.0
201,Niigata Institute of Technology,158.0
202,Universidad Nacional Autónoma de México,157.0
203,Università degli Studi di Napoli Federico II,157.0
204,University of North Carolina at Asheville,156.5
205,Technische Universität Dortmund,156.0
206,University of California Berkeley,156.0
207,Coventry University,154.0
208,Hochschule für Angewandte Wissenschaften Hof,153.5
209,Kookmin University,153.0
210,VIT University - Chennai,151.0
211,University of Iceland,149.08
212,AGH University of Science and Technology,148.6
213,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),147.0
214,University of Warwick,146.75
215,Queensland University of Technology,144.2
216,Tohoku University,141.75
217,Universität Duisburg-Essen,141.07
218,University of Utah,140.5
219,University of Stavanger,140.11
220,University of California Riverside,140.0
221,Universität Bremen,139.0
222,California Institute of Technology,138.5
223,Ghent University,138.33
224,Moscow State Automobile & Road Technical University - MADI,137.25
225,Istanbul Technical University,136.5
226,Belgorod state technological university named after V. G. Shukhov,136.0
227,Liverpool John Moores University,135.0
228,Texas A&M University,134.0
229,University of Iowa,134.0
230,Manchester Metropolitan University,133.0
231,Universidad Politecnica Salesiana,133.0
232,R.V.College of Engineering,132.0
233,SRM Institute of Science and Technology - Kattankulathur,131.0
234,University of Ontario Institute of Technology,129.0
235,Universität Kassel,127.89
236,San Diego State University,127.75
237,King Mongkut's University of Technology Thonburi,127.0
238,Hochschule für Technik und Wirtschaft Mittweida,126.33
239,Instituto Superior de Engenharia de Lisboa,125.5
240,Technische Hochschule Ostwestfalen-Lippe,125.0
241,Harbin Institute of Technology at Weihai,123.67
242,University of Colorado - Colorado Springs,121.0
243,Università degli studi di Trieste,121.0
244,Technical University of Denmark,120.5
245,Lancaster  University,120.0
246,Pakistan Institute of Engineering & Applied Sciences,120.0
247,Thomas More Mechelen - De Nayer,119.2
248,University of Texas at San Antonio,119.0
249,Universität der Bundeswehr München,119.0
250,Sepuluh Nopember Institute of Technology,117.5
251,Hochschule Ruhr West - UAS,115.71
252,Technical University of Cluj-Napoca,115.0
253,Universidad Politécnica de Cartagena,113.0
254,Hochschule Darmstadt UAS,112.0
255,Kanagawa University,109.0
256,Rutgers The State University of New Jersey,107.5
257,Gadjah Mada University,103.33
258,Newcastle University,102.5
259,University of Burgundy - ISAT,101.0
260,Kingston University,97.0
261,Vrije Universiteit Brussel,97.0
262,Hubei University of Automotive Technology,96.0
263,University of Maryland,95.5
264,Seikei University,94.0
265,Brunel University London,93.0
266,Guangxi Science and Technology University Lushan College,93.0
267,University of Cincinnati,91.5
268,VIT University - Vellore,91.25
269,Universidad de Oviedo,90.0
270,Zürcher Hochschule für Angewandte Wissenschaften,90.0
271,University of Belgrade (Универзитет у Београду),87.0
272,University of California Irvine,84.0
273,Delhi Technological University,79.0
274,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),76.5
275,Daido Institute of Technology,75.0
276,Drexel University,74.5
277,National Cheng Kung University,73.0
278,University of Bristol,71.0
279,Kanagawa Institute of Technology,70.75
280,University of Oxford,69.0
281,University of Southern California,69.0
282,Universidad de Castilla-La Mancha,64.0
283,Hochschule Düsseldorf,60.0
284,University of Leicester,53.0
285,National Taipei University of Technology,43.0
286,University of California - Santa Cruz,40.0
287,Islamic Azad University of Karaj,38.0
288,The Hague University of Applied Sciences,29.0
289,Rhein-Waal University of Applied Sciences,22.0
290,Rajshahi University of Engineering & Technology,12.0
291,Kyushu Institute of Technology,8.0
292,University of Alcalá,7.0
