Rank,University,Lowest Place,#
1,Universität Stuttgart,1st,7
2,TU Delft,1st,6
3,Westsächsische Hochschule Zwickau,1st,5
4,Czech Technical University in Prague,1st,4
5,Fachhochschule München,1st,4
6,Karlsruhe Institute of Technology,1st,4
7,Politecnico di Milano,1st,4
8,Technische Universität Dresden,1st,4
9,Technische Universität Wien,1st,4
10,University of Seville,1st,4
11,Aristotle University of Thessaloniki,1st,3
12,University of the Basque Country,1st,3
13,ETH Zürich,1st,2
14,Fachhochschule Joanneum Graz,1st,2
15,Monash University,1st,2
16,Nagoya University,1st,2
17,Rheinisch-Westfälische Technische Hochschule Aachen,1st,2
18,Universidade de Lisboa - Instituto Superior Técnico,1st,2
19,University of Manitoba,1st,2
20,University of Pennsylvania,1st,2
21,Brno University of Technology,1st,1
22,Democritus University of Thrace,1st,1
23,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,1st,1
24,GFR DHBW Ravensburg & Oregon State University,1st,1
25,Hochschule RheinMain,1st,1
26,Indian Institute of Technology Bombay,1st,1
27,National Technical University of Athens,1st,1
28,Oxford Brookes University,1st,1
29,Politecnico di Torino,1st,1
30,Ryerson University,1st,1
31,Technische Universität Chemnitz,1st,1
32,Technische Universität Darmstadt,1st,1
33,University of Adelaide,1st,1
34,University of Auckland,1st,1
35,University of Canterbury,1st,1
36,University of Nottingham,1st,1
37,University of Queensland,1st,1
38,École Polytechnique Fédérale de Lausanne,1st,1
39,Duale Hochschule Baden-Württemberg Stuttgart,2nd,3
40,Carnegie Mellon University,2nd,2
41,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),2nd,2
42,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,2nd,2
43,Technical University of Munich,2nd,2
44,UAS Würzburg-Schweinfurt,2nd,2
45,Universidad Pontificia Comillas,2nd,2
46,California Institute of Technology,2nd,1
47,Dwarkadas. J. Sanghvi College of Engineering,2nd,1
48,Fachhochschule für Wirtschaft und Technik,2nd,1
49,Fachhochschule Kiel,2nd,1
50,Hochschule für Angewandte Wissenschaften Hof,2nd,1
51,Hochschule Mannheim,2nd,1
52,Imperial College London,2nd,1
