Rank,University,Points
1,Universidade Estadual de Campinas,95.0
2,Nagoya University,89.61
3,Carnegie Mellon University,80.06
4,Central South University - Changsha,66.49
5,Georgia Institute of Technology,65.83
6,Universität Stuttgart,62.75
7,Jilin University,62.21
8,Duale Hochschule Baden-Württemberg Stuttgart,57.91
9,Massachusetts Institute of Technology,57.6
10,ETH Zürich,57.54
11,TU Delft,56.76
12,Tallinn TU UAS,56.25
13,University of Auckland,55.86
14,National Tsing Hua University,55.74
15,University of Canterbury,53.8
16,Monash University,53.56
17,Warsaw University of Technology,50.14
18,Technical University of Munich,49.15
19,University of Michigan - Ann Arbor,48.78
20,Karlsruhe Institute of Technology,47.26
21,Ulm University of Applied Sciences,46.6
22,Westsächsische Hochschule Zwickau,45.52
23,Technische Universität Dresden,42.95
24,GFR DHBW Ravensburg & Oregon State University,40.43
25,Czech Technical University in Prague,38.96
26,Tongji University,38.5
27,Technische Universiteit Eindhoven,38.01
28,École de Technologie Superieure,37.79
29,University of Adelaide,37.4
30,Budapest University of Technology and Economics,37.3
31,Fachhochschule Joanneum Graz,36.95
32,Politecnico di Torino,36.68
33,Hochschule Bonn-Rhein-Sieg,36.19
34,Hochschule für angewandte Wissenschaften Augsburg,35.9
35,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),35.24
36,Liaoning University of Technology,34.94
37,University of Toronto,34.13
38,Ostfalia University of Applied Sciences,34.07
39,McGill University,33.63
40,Technische Universität Hamburg,32.94
41,Rheinisch-Westfälische Technische Hochschule Aachen,31.88
42,École Polytechnique de Montréal,31.74
43,Università degli Studi di Parma,31.69
44,Norwegian University of Science and Technology,31.33
45,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),31.22
46,Missouri University of Science and Technology,30.47
47,Fachhochschule München,30.25
48,RMIT University,29.34
49,Università degli studi di Padova,28.9
50,Swinburne University of Technology,28.84
51,Technische Universität Bergakademie Freiberg,28.54
52,Aristotle University of Thessaloniki,28.51
53,UAS Würzburg-Schweinfurt,28.24
54,Georg-Simon-Ohm-Hochschule Nürnberg,28.2
55,National Technical University of Athens,27.19
56,University of Queensland,26.47
57,Chalmers University of Technology,25.31
58,Hochschule Pforzheim,25.29
59,Helsinki Metropolia University of Applied Sciences,25.19
60,Universität Bayreuth,25.0
61,University of Ljubljana,24.88
62,Fachhochschule Kiel,24.48
63,Universidade de Lisboa - Instituto Superior Técnico,24.39
64,Cornell University,24.15
65,Politecnico di Milano,23.87
66,Technische Universität Darmstadt,23.84
67,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,23.69
68,Hochschule Esslingen,23.05
69,The University of Newcastle,23.04
70,Technische Hochschule Ingolstadt,23.03
71,University of New South Wales,22.97
72,Iwate University,22.84
73,KU Leuven - Group T Campus,22.37
74,Technische Universität Wien,21.78
75,University of Applied Sciences Ravensburg-Weingarten,21.68
76,University of Wollongong,21.02
77,University of Wisconsin-Madison,20.56
78,University of Tasmania,20.08
79,University of Pennsylvania,20.0
80,Universität Paderborn,19.54
81,Bern University of Applied Sciences,19.15
82,Universität Siegen,18.83
83,Purdue University - West Lafayette,18.62
84,Leibniz Universität Hannover,18.47
85,Toyota Technical College Nagoya,18.46
86,Tohoku University,18.13
87,Technische Universität Clausthal,17.69
88,University of Patras,17.53
89,University of Bath,17.34
90,Oxford Brookes University,17.32
91,Technische Universität Graz,16.92
92,University of the Basque Country,16.78
93,Ostbayerische Technische Hochschule Regensburg,16.61
94,Deggendorf Institute of Technology,16.16
95,Hochschule RheinMain,16.07
96,Fachhochschule Osnabrück,15.95
97,University of Technology Sydney,14.07
98,University of Surrey,13.9
99,Virginia Polytechnic Institute and State University,13.8
100,University of Washington,13.58
101,Hochschule Mannheim,13.48
102,Brno University of Technology,13.37
103,Université Laval,13.19
104,Shizuoka Institute of Science and Technology,12.89
105,University of Agder,12.43
106,University of California Davis,12.4
107,École Polytechnique Fédérale de Lausanne,12.19
108,Technische Hochschule Köln,11.82
109,The University of Akron,11.8
110,Technische Universität Berlin,11.64
111,Slovak University of Technology in Bratislava,11.5
112,University of Western Australia,11.5
113,Toyohashi University of Technology,11.07
114,Yıldız Technical University,10.84
115,Hochschule Aalen - Technik und Wirtschaft,10.82
116,University of Minnesota Twin Cities,10.8
117,University of Zagreb,10.44
118,University of South Australia,10.3
119,Technische Universität Braunschweig,8.56
120,Technische Universität Kaiserslautern,8.0
121,Duale Hochschule Baden-Württemberg - Mannheim,7.6
122,Università degli Studi di Roma La Sapienza,7.56
123,Leopold-Franzens-Universität Innsbruck,6.9
124,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,6.58
125,University of Strathclyde,6.57
126,Universidad Pontificia Comillas,6.37
127,Fachhochschule für Wirtschaft und Technik,6.28
128,University of Southern Denmark,5.95
129,University Of Hertfordshire,5.78
130,University of Seville,4.98
131,Hochschule für Angewandte Wissenschaften Hof,4.25
132,Friedrich-Alexander-Universität Erlangen-Nürnberg,4.16
133,Hochschule Niederrhein,4.05
134,Technische Universität Ilmenau,3.94
135,Thomas More Mechelen - De Nayer,3.87
136,Zürcher Hochschule für Angewandte Wissenschaften,3.53
137,Daido Institute of Technology,3.5
138,Kanagawa University,3.0
139,Hochschule Landshut,2.78
140,Queen's University Belfast,2.5
141,Hochschule Ruhr West - UAS,2.49
142,Technische Universität Dortmund,1.96
143,Ben-Gurion University of the Negev,1.89
144,University of Iceland,1.85
145,Fachhochschule Konstanz,1.79
146,Wroclaw University of Technology,1.79
147,Niigata Institute of Technology,1.75
148,Saarland University,1.75
149,Gadjah Mada University,1.5
150,Alma Mater Studiorum - Università di Bologna,1.12
151,University of Manitoba,1.12
152,Queensland University of Technology,0.9
153,University of Illinois at Urbana-Champaign,0.9
154,University of Texas at Austin,0.9
155,Università degli Studi di Trento,0.8
156,AGH University of Science and Technology,0.7
157,TECNUN - University of Navarra,0.66
158,Indian Institute of Technology Delhi,0.58
159,Universität Duisburg-Essen,0.47
160,Moscow State Automobile & Road Technical University - MADI,0.44
161,Indian Institute of Technology Bombay,0.39
162,KTH Royal Institute of Technology,0.35
163,Universität Bremen,0.32
164,Escola d'Enginyeria de Barcelona Est. EEBE,0.25
165,Ain Shams University,0.0
166,Beijing Institute of Technology,0.0
167,Belgorod state technological university named after V. G. Shukhov,0.0
168,Brunel University London,0.0
169,Cairo University,0.0
170,California Baptist University,0.0
171,California Institute of Technology,0.0
172,California State Polytechnic University - San Luis Obispo,0.0
173,Concordia University,0.0
174,Coventry University,0.0
175,Delhi Technological University,0.0
176,Democritus University of Thrace,0.0
177,Drexel University,0.0
178,Duale Hochschule Baden-Württemberg Mosbach,0.0
179,Dwarkadas. J. Sanghvi College of Engineering,0.0
180,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),0.0
181,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),0.0
182,Ghent University,0.0
183,Guangdong University of Technology,0.0
184,Guangxi Science and Technology University Lushan College,0.0
185,Harbin Institute of Technology at Weihai,0.0
186,Hefei University of Technology,0.0
187,Heriot-Watt University,0.0
188,Hochschule Darmstadt UAS,0.0
189,Hochschule Düsseldorf,0.0
190,Hochschule für Technik und Wirtschaft Mittweida,0.0
191,Hochschule Karlsruhe - Technik und Wirtschaft,0.0
