Rank,University,Points
1,ETH Zürich,3688.29
2,Universität Stuttgart,3550.86
3,TU Delft,2786.14
4,Karlsruhe Institute of Technology,2509.95
5,Technical University of Munich,2378.29
6,Westsächsische Hochschule Zwickau,2361.56
7,Tallinn TU UAS,2109.44
8,Duale Hochschule Baden-Württemberg Stuttgart,1891.28
9,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1599.19
10,Fachhochschule München,1534.52
11,Technische Universität Dresden,1518.01
12,Czech Technical University in Prague,1466.75
13,Hochschule Bonn-Rhein-Sieg,1337.55
14,GFR DHBW Ravensburg & Oregon State University,1329.4
15,Norwegian University of Science and Technology,1236.59
16,Technische Universität Bergakademie Freiberg,1155.0
17,Budapest University of Technology and Economics,1091.32
18,Technische Universität Darmstadt,1079.64
19,Technische Universiteit Eindhoven,1033.19
20,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,1007.85
21,Technische Hochschule Ingolstadt,992.1
22,Technische Universität Hamburg,991.53
23,Rheinisch-Westfälische Technische Hochschule Aachen,976.11
24,Hochschule Esslingen,969.65
25,Politecnico di Torino,963.01
26,Ostfalia University of Applied Sciences,721.65
27,Fachhochschule Kiel,695.68
28,Technische Universität Graz,671.0
29,Technische Universität Wien,668.65
30,Universidade de Lisboa - Instituto Superior Técnico,602.19
31,Monash University,590.95
32,RMIT University,563.86
33,Universität Bayreuth,560.86
34,Carnegie Mellon University,531.3
35,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),524.7
36,University of Canterbury,494.87
37,University of Ljubljana,486.35
38,Helsinki Metropolia University of Applied Sciences,478.25
39,KU Leuven - Group T Campus,470.84
40,Chalmers University of Technology,456.78
41,University of Auckland,423.58
42,Shizuoka Institute of Science and Technology,422.91
43,Deggendorf Institute of Technology,417.34
44,Hochschule für angewandte Wissenschaften Augsburg,401.9
45,Technische Hochschule Köln,401.29
46,Universität Siegen,400.07
47,Nagoya University,389.12
48,Georg-Simon-Ohm-Hochschule Nürnberg,382.94
49,Swinburne University of Technology,369.9
50,UAS Würzburg-Schweinfurt,343.14
51,University of Pennsylvania,338.4
