Rank,University,Points
1,Carnegie Mellon University,106.26
2,University of Canterbury,98.97
3,Nagoya University,97.28
4,Jilin University,88.93
5,Georgia Institute of Technology,86.2
6,University of Auckland,84.72
7,Monash University,84.42
8,ETH Zürich,81.96
9,TU Delft,81.95
10,Universität Stuttgart,80.7
11,University of Michigan - Ann Arbor,77.12
12,Westsächsische Hochschule Zwickau,73.8
13,Tallinn TU UAS,72.74
14,University of Wollongong,70.09
15,Duale Hochschule Baden-Württemberg Stuttgart,70.05
16,University of Pennsylvania,67.68
17,The University of Newcastle,67.01
18,Karlsruhe Institute of Technology,64.36
19,Niigata Institute of Technology,63.54
20,École de Technologie Superieure,63.36
21,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),61.51
22,Massachusetts Institute of Technology,61.45
23,Universidade Estadual de Campinas,61.35
24,Technical University of Munich,60.98
25,Shizuoka Institute of Science and Technology,60.42
26,University of Washington,60.4
27,Norwegian University of Science and Technology,58.89
28,The University of Akron,57.23
29,Toyohashi University of Technology,56.01
30,Tongji University,55.71
31,Czech Technical University in Prague,54.32
32,Hochschule Bonn-Rhein-Sieg,53.5
33,GFR DHBW Ravensburg & Oregon State University,53.18
34,Budapest University of Technology and Economics,51.97
35,RMIT University,51.26
36,University of Queensland,50.78
37,Fachhochschule Joanneum Graz,48.78
38,McGill University,45.8
39,Fachhochschule München,45.13
40,Technische Hochschule Ingolstadt,45.1
41,Technische Universität Bergakademie Freiberg,44.42
42,Politecnico di Torino,43.77
43,École Polytechnique de Montréal,43.12
44,Technische Universität Dresden,42.17
45,Hochschule Esslingen,42.16
46,Brno University of Technology,41.99
47,Technische Universität Graz,41.94
48,University of Technology Sydney,41.78
49,Virginia Polytechnic Institute and State University,41.23
50,Rheinisch-Westfälische Technische Hochschule Aachen,40.67
51,University of Adelaide,40.22
52,National Technical University of Athens,40.21
53,Ostfalia University of Applied Sciences,40.09
54,Liaoning University of Technology,40.05
55,Technische Universiteit Eindhoven,38.27
56,Chalmers University of Technology,38.07
57,University of New South Wales,37.62
58,Missouri University of Science and Technology,37.3
59,University of Strathclyde,36.7
60,Iwate University,36.47
61,University of Melbourne,36.12
62,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,35.99
63,University of Minnesota Twin Cities,35.85
64,Université Laval,34.35
65,Cornell University,34.3
66,Technische Universität Hamburg,34.19
67,Toyota Technical College Nagoya,34.11
68,University of Wisconsin-Madison,33.68
69,Swinburne University of Technology,33.63
70,Technische Universität Darmstadt,32.72
71,Aristotle University of Thessaloniki,32.68
72,Ulm University of Applied Sciences,31.54
73,University of Toronto,31.21
74,University of Tasmania,28.7
75,University of Ljubljana,28.61
76,UAS Würzburg-Schweinfurt,28.6
77,Kennesaw State University,28.57
78,National Tsing Hua University,28.09
79,Universität Bayreuth,28.04
80,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),27.62
81,Tohoku University,27.02
82,Politecnico di Milano,26.96
83,Helsinki Metropolia University of Applied Sciences,26.57
84,Technische Universität Wien,25.72
85,University of Western Australia,24.44
86,University of British Columbia - Vancouver,24.35
87,Fachhochschule Kiel,23.99
88,Purdue University - West Lafayette,23.56
89,Universidade de Lisboa - Instituto Superior Técnico,23.16
90,Hochschule für angewandte Wissenschaften Augsburg,22.33
91,University of California Davis,22.12
92,Hochschule Aalen - Technik und Wirtschaft,22.01
93,University of Agder,21.63
94,Georg-Simon-Ohm-Hochschule Nürnberg,21.27
95,Technische Hochschule Köln,21.12
96,Fachhochschule Osnabrück,21.08
97,Universität Siegen,21.06
98,Universität Paderborn,21.03
99,Oxford Brookes University,20.88
100,University of Illinois at Urbana-Champaign,18.2
101,Ostbayerische Technische Hochschule Regensburg,17.99
102,Hochschule RheinMain,16.94
103,University of Zagreb,16.86
104,KU Leuven - Group T Campus,16.82
105,California State Polytechnic University - San Luis Obispo,16.12
106,University of Texas at Austin,15.56
107,Deggendorf Institute of Technology,14.9
108,Technische Universität Berlin,14.63
109,Technische Universität Clausthal,14.58
110,University of Bath,14.25
111,Università degli Studi di Parma,14.1
112,Technische Universität Braunschweig,13.14
113,Kanagawa University,13.08
114,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,12.93
115,Yıldız Technical University,12.53
116,KTH Royal Institute of Technology,12.46
117,University of Patras,12.09
118,University of the Basque Country,11.96
119,Leibniz Universität Hannover,11.88
120,University of Southern Denmark,11.71
121,University of Applied Sciences Ravensburg-Weingarten,11.61
122,Bern University of Applied Sciences,11.01
123,Slovak University of Technology in Bratislava,10.8
124,École Polytechnique Fédérale de Lausanne,10.64
125,Duale Hochschule Baden-Württemberg - Mannheim,10.58
126,University Of Hertfordshire,9.49
127,University of Seville,9.43
128,University of Surrey,9.06
129,Indian Institute of Technology Bombay,8.94
130,Hochschule Mannheim,8.61
131,Leopold-Franzens-Universität Innsbruck,8.26
132,Technische Universität Ilmenau,8.19
133,Hochschule Ruhr West - UAS,7.57
134,Hochschule Landshut,7.53
135,Daido Institute of Technology,7.5
136,University of Nottingham,6.74
137,TECNUN - University of Navarra,5.99
138,Fachhochschule Konstanz,5.63
139,Università degli studi di Padova,5.28
140,Università degli Studi di Roma La Sapienza,4.74
141,Universidad Pontificia Comillas,4.71
142,Friedrich-Alexander-Universität Erlangen-Nürnberg,4.58
143,Beijing Institute of Technology,4.5
144,University of Iceland,3.88
145,Technische Universität Kaiserslautern,3.84
146,Newcastle University,3.75
147,Università degli Studi di Trento,3.66
148,Thomas More Mechelen - De Nayer,3.3
149,University of Manitoba,3.25
150,Zürcher Hochschule für Angewandte Wissenschaften,3.0
151,Saarland University,2.75
152,Hochschule Niederrhein,2.25
153,Hochschule Pforzheim,2.25
154,Wroclaw University of Technology,2.25
155,Gadjah Mada University,2.17
156,University of South Australia,2.17
157,Fachhochschule für Wirtschaft und Technik,2.16
158,Universität Duisburg-Essen,1.66
159,Alma Mater Studiorum - Università di Bologna,1.62
160,Indian Institute of Technology Delhi,1.5
161,Otto-von-Guericke-Universität Magdeburg,1.5
162,Pimpri Chinchwad College Of Engineering,1.5
163,Hochschule für Angewandte Wissenschaften Hof,1.35
164,Ben-Gurion University of the Negev,1.29
165,Hochschule Düsseldorf,1.12
166,Technische Universität Dortmund,1.12
167,Universität Bremen,1.0
168,Escola d'Enginyeria de Barcelona Est. EEBE,0.96
169,Moscow State Automobile & Road Technical University - MADI,0.94
170,AGH University of Science and Technology,0.9
171,K. J. Somaiya College of Engineering,0.9
172,Hochschule Darmstadt UAS,0.75
173,Technische Universität Chemnitz,0.75
174,Ain Shams University,0.0
175,Belgorod state technological university named after V. G. Shukhov,0.0
176,Brunel University London,0.0
177,Cairo University,0.0
178,California Baptist University,0.0
179,California Institute of Technology,0.0
180,Central South University - Changsha,0.0
181,Concordia University,0.0
182,Coventry University,0.0
183,Delhi Technological University,0.0
184,Democritus University of Thrace,0.0
185,Drexel University,0.0
186,Duale Hochschule Baden-Württemberg Mosbach,0.0
187,Dwarkadas. J. Sanghvi College of Engineering,0.0
188,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),0.0
189,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),0.0
190,Ghent University,0.0
191,Guangdong University of Technology,0.0
192,Guangxi Science and Technology University Lushan College,0.0
193,Harbin Institute of Technology at Weihai,0.0
194,Hefei University of Technology,0.0
195,Heriot-Watt University,0.0
196,Hochschule für Technik und Wirtschaft Mittweida,0.0
197,Hochschule Karlsruhe - Technik und Wirtschaft,0.0
198,Hubei University of Automotive Technology,0.0
199,Imperial College London,0.0
200,Indian Institute of Technology Roorkee,0.0
201,Instituto Superior de Engenharia de Lisboa,0.0
202,Islamic Azad University of Karaj,0.0
203,Istanbul Technical University,0.0
204,Kanagawa Institute of Technology,0.0
205,Karlstad University,0.0
206,King Mongkut's University of Technology Thonburi,0.0
207,Kingston University,0.0
208,Kookmin University,0.0
209,Kyushu Institute of Technology,0.0
210,Lancaster  University,0.0
211,Linköping University,0.0
212,Liverpool John Moores University,0.0
213,Loughborough University,0.0
214,Manchester Metropolitan University,0.0
215,McMaster University,0.0
216,MCT's Rajiv Gandhi Institute of Technology,0.0
217,MIT World Peace University,0.0
218,National Cheng Kung University,0.0
219,National Taipei University of Technology,0.0
220,North Carolina State University,0.0
221,Olin College of Engineering,0.0
222,Pakistan Institute of Engineering & Applied Sciences,0.0
223,Portland State University,0.0
224,Poznan University of Technology,0.0
225,PSG Institute of Technology and Applied Research,0.0
226,Queen's University Belfast,0.0
227,Queensland University of Technology,0.0
228,R.V.College of Engineering,0.0
229,Rajshahi University of Engineering & Technology,0.0
230,Ramaiah Institute of Technology,0.0
231,Rhein-Waal University of Applied Sciences,0.0
232,Ruhr-Universität Bochum,0.0
233,Rutgers The State University of New Jersey,0.0
234,Ryerson University,0.0
235,San Diego State University,0.0
236,San José State University,0.0
237,Sardar Patel College of Engineering Mumbai,0.0
238,Seikei University,0.0
239,Sepuluh Nopember Institute of Technology,0.0
240,Smt. Kashibai Navale College of Engineering,0.0
241,SRM Institute of Science and Technology - Kattankulathur,0.0
242,Technical University of Cluj-Napoca,0.0
243,Technical University of Denmark,0.0
244,Technische Hochschule Ostwestfalen-Lippe,0.0
245,Texas A&M University,0.0
246,The Hague University of Applied Sciences,0.0
247,The University of Michigan-Dearborn,0.0
248,UAS Kempten,0.0
249,Universidad de Castilla-La Mancha,0.0
250,Universidad de Oviedo,0.0
251,Universidad Nacional Autónoma de México,0.0
252,Universidad Politecnica Salesiana,0.0
253,Universidad Politécnica de Cartagena,0.0
254,Universidad Politécnica de Madrid (UPM),0.0
255,University College Dublin,0.0
256,University of Alcalá,0.0
257,University of Belgrade (Универзитет у Београду),0.0
258,University of Birmingham,0.0
259,University of Bristol,0.0
260,University of Burgundy - ISAT,0.0
261,University of California - Santa Cruz,0.0
262,University of California Berkeley,0.0
263,University of California Irvine,0.0
264,University of California Riverside,0.0
265,University of Cincinnati,0.0
266,University of Colorado - Colorado Springs,0.0
267,University of Iowa,0.0
268,University of Kansas,0.0
269,University of Leicester,0.0
270,University of Maryland,0.0
271,University of New Mexico,0.0
272,University of North Carolina at Asheville,0.0
273,University of Ontario Institute of Technology,0.0
274,University of Oxford,0.0
275,University of Southampton,0.0
276,University of Southern California,0.0
277,University of Stavanger,0.0
278,University of Sussex,0.0
279,University of Texas at San Antonio,0.0
280,University of Utah,0.0
281,University of Warwick,0.0
282,University of Waterloo,0.0
