Rank,University,Points
1,Universität Stuttgart,2815.99
2,ETH Zürich,2812.36
3,Karlsruhe Institute of Technology,2497.51
4,TU Delft,2313.47
5,Technische Universität Dresden,2304.89
6,Technical University of Munich,2303.28
7,Fachhochschule München,2091.46
8,Westsächsische Hochschule Zwickau,1896.55
9,Technische Universität Darmstadt,1885.76
10,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,1779.01
11,Duale Hochschule Baden-Württemberg Stuttgart,1701.14
12,Tallinn TU UAS,1657.99
13,Technische Universiteit Eindhoven,1655.89
14,Universidade de Lisboa - Instituto Superior Técnico,1613.74
15,GFR DHBW Ravensburg & Oregon State University,1583.94
16,Fachhochschule Kiel,1548.89
17,Technische Universität Bergakademie Freiberg,1542.94
18,Rheinisch-Westfälische Technische Hochschule Aachen,1534.51
19,Czech Technical University in Prague,1515.95
20,Leibniz Universität Hannover,1503.98
21,Technische Universität Wien,1479.85
22,KU Leuven - Group T Campus,1466.92
23,Technische Universität Hamburg,1464.77
24,Deggendorf Institute of Technology,1463.8
25,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1362.58
26,Hochschule Bonn-Rhein-Sieg,1328.48
27,University of the Basque Country,1309.07
28,Norwegian University of Science and Technology,1278.7
29,Politecnico di Torino,1201.62
30,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1185.8
31,Universität Bayreuth,1151.73
32,Hochschule Esslingen,1101.74
33,Fachhochschule für Wirtschaft und Technik,1040.13
34,Budapest University of Technology and Economics,1033.46
35,Ostfalia University of Applied Sciences,992.96
36,Technische Hochschule Ingolstadt,973.34
37,Hochschule für angewandte Wissenschaften Augsburg,956.46
38,Technische Universität Kaiserslautern,922.47
39,Slovak University of Technology in Bratislava,879.11
40,Technische Hochschule Köln,838.02
41,Helsinki Metropolia University of Applied Sciences,834.08
42,University of Seville,818.87
43,Georg-Simon-Ohm-Hochschule Nürnberg,818.74
44,TECNUN - University of Navarra,809.51
45,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,805.77
46,Hochschule RheinMain,773.56
47,Universität Siegen,765.87
48,Technische Universität Berlin,747.93
49,Hochschule Aalen - Technik und Wirtschaft,709.52
50,Technische Universität Graz,709.23
51,Università degli Studi di Roma La Sapienza,709.02
52,Università degli studi di Padova,700.44
53,Fachhochschule Osnabrück,694.96
54,Ostbayerische Technische Hochschule Regensburg,652.71
55,University of Iceland,648.81
56,Universität Duisburg-Essen,648.41
57,Escola d'Enginyeria de Barcelona Est. EEBE,639.4
58,Aristotle University of Thessaloniki,638.33
59,Technische Universität Braunschweig,619.7
60,Politecnico di Milano,619.06
61,University of Southern Denmark,618.15
62,University of Bath,617.73
63,UAS Würzburg-Schweinfurt,609.24
64,École Polytechnique Fédérale de Lausanne,572.84
65,RMIT University,570.57
66,Chalmers University of Technology,565.11
67,University of Patras,549.3
68,University of Ljubljana,542.84
69,Swinburne University of Technology,536.71
70,Hochschule für Angewandte Wissenschaften Hof,517.45
71,National Technical University of Athens,507.48
72,Monash University,483.56
73,Bern University of Applied Sciences,476.9
74,KTH Royal Institute of Technology,464.98
75,Technische Universität Ilmenau,451.91
76,Indian Institute of Technology Bombay,450.6
77,Universität Bremen,441.62
78,Universidad Politécnica de Madrid (UPM),420.82
79,Hochschule Mannheim,411.79
80,Università degli Studi di Trento,410.75
81,Universidad Pontificia Comillas,406.54
82,Duale Hochschule Baden-Württemberg - Mannheim,404.47
83,Brno University of Technology,395.83
84,Technische Universität Clausthal,392.88
85,University of Nottingham,392.4
86,Universität Kassel,386.26
87,Hochschule Landshut,385.95
88,McGill University,385.0
89,Universität Paderborn,378.07
90,Université Laval,375.63
91,Fachhochschule Konstanz,374.56
92,Fachhochschule Joanneum Graz,370.0
93,Università degli Studi di Parma,359.28
94,University of Queensland,358.18
95,Technische Universität Chemnitz,354.89
96,University of Washington,353.5
97,University of Technology Sydney,351.88
98,National Tsing Hua University,345.31
99,University of Zagreb,341.63
100,Ben-Gurion University of the Negev,340.83
101,Tohoku University,338.56
102,University of Auckland,337.89
103,Shizuoka Institute of Science and Technology,335.21
104,Carnegie Mellon University,334.5
105,University of Pennsylvania,331.8
106,Oxford Brookes University,325.2
107,University of Canterbury,317.42
108,Hochschule Darmstadt UAS,304.11
109,University of Wisconsin-Madison,304.0
110,University of Stavanger,303.6
111,University of Applied Sciences Ravensburg-Weingarten,298.82
112,K. J. Somaiya College of Engineering,298.7
113,University of Warwick,298.4
114,Moscow State Automobile & Road Technical University - MADI,297.09
115,École de Technologie Superieure,290.02
116,Indian Institute of Technology Delhi,288.29
117,University Of Hertfordshire,286.05
118,California State Polytechnic University - San Luis Obispo,285.7
119,Saarland University,283.8
