Rank,University,Points
1,ETH Zürich,2363.59
2,Universität Stuttgart,2260.5
3,Technical University of Munich,1795.44
4,Karlsruhe Institute of Technology,1526.12
5,TU Delft,1424.28
6,Tallinn TU UAS,1244.38
7,Westsächsische Hochschule Zwickau,1187.55
8,Duale Hochschule Baden-Württemberg Stuttgart,1097.28
9,Technische Universität Dresden,1086.5
10,Fachhochschule München,975.53
11,Technische Universiteit Eindhoven,969.15
12,Norwegian University of Science and Technology,905.53
13,Technische Universität Darmstadt,905.51
14,Technische Universität Bergakademie Freiberg,807.98
15,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,797.07
16,Hochschule Bonn-Rhein-Sieg,795.38
17,GFR DHBW Ravensburg & Oregon State University,745.49
18,Technische Universität Hamburg,717.74
19,Czech Technical University in Prague,701.71
20,Deggendorf Institute of Technology,665.16
21,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),655.34
22,Budapest University of Technology and Economics,654.73
23,Technische Universität Wien,625.84
24,Politecnico di Torino,605.62
25,Rheinisch-Westfälische Technische Hochschule Aachen,523.56
26,Fachhochschule Kiel,479.09
27,Universidade de Lisboa - Instituto Superior Técnico,457.17
28,Hochschule für angewandte Wissenschaften Augsburg,425.63
29,Hochschule Esslingen,423.25
30,University of the Basque Country,390.04
31,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),386.23
32,Ostfalia University of Applied Sciences,355.14
33,University of Ljubljana,352.52
34,Technische Hochschule Ingolstadt,344.19
35,Universität Siegen,343.83
36,Universität Bayreuth,338.19
37,Helsinki Metropolia University of Applied Sciences,314.69
38,Leibniz Universität Hannover,312.94
39,Technische Universität Graz,283.0
40,Monash University,281.46
41,Technische Universität Kaiserslautern,278.03
42,Fachhochschule Osnabrück,275.51
43,KU Leuven - Group T Campus,271.57
44,Carnegie Mellon University,259.8
45,Hochschule RheinMain,248.53
46,Technische Hochschule Köln,241.13
47,RMIT University,224.2
48,Chalmers University of Technology,213.22
49,École Polytechnique Fédérale de Lausanne,193.68
50,Massachusetts Institute of Technology,193.2
51,University of Canterbury,189.56
52,Politecnico di Milano,183.34
53,Ostbayerische Technische Hochschule Regensburg,181.79
54,University of Michigan - Ann Arbor,177.1
55,Swinburne University of Technology,176.83
