Rank,University,Lowest Place,#
1,Technische Universität Graz,1st,11
2,University of Modena and Reggio Emilia,1st,10
3,Cornell University,1st,8
4,Fachhochschule Coburg,1st,8
5,University of Michigan - Ann Arbor,1st,7
6,Universität Stuttgart,1st,6
7,Fachhochschule Joanneum Graz,1st,5
8,Fachhochschule Kiel,1st,4
9,Universidade Estadual de Campinas,1st,4
10,University of Applied Sciences Ravensburg-Weingarten,1st,4
11,University of Queensland,1st,4
12,Wroclaw University of Technology,1st,4
13,Auburn University,1st,3
14,Centro Universitário da FEI,1st,3
15,Czech Technical University in Prague,1st,3
16,Edith Cowan University,1st,3
17,Michigan State University,1st,3
18,Monash University,1st,3
19,Pennsylvania State University,1st,3
20,Rochester Institute of Technology,1st,3
21,University of Illinois at Urbana-Champaign,1st,3
22,University of Maryland,1st,3
23,University of Western Australia,1st,3
24,Cardiff University Wales,1st,2
25,Chalmers University of Technology,1st,2
26,Chiba University,1st,2
27,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,2
28,Gujarat Technological University,1st,2
29,Helsinki Metropolia University of Applied Sciences,1st,2
30,Karlsruhe Institute of Technology,1st,2
31,Kokushikan University,1st,2
32,Osaka University,1st,2
33,Ostbayerische Technische Hochschule Regensburg,1st,2
34,Saginaw Valley State University,1st,2
35,Technical University of Munich,1st,2
36,The Ohio State University,1st,2
37,The University of Akron,1st,2
38,University of Florida,1st,2
39,AGH University of Science and Technology,1st,1
40,Alma Mater Studiorum - Università di Bologna,1st,1
41,Beijing Institute of Technology,1st,1
42,Białystok University of Technology,1st,1
43,Budapest University of Technology and Economics,1st,1
44,California State Polytechnic University Pomona,1st,1
45,Centro Federal de Educação Tecnológica de Minas Gerais,1st,1
46,Fachhochschule München,1st,1
47,Friedrich-Alexander-Universität Erlangen-Nürnberg,1st,1
48,GFR DHBW Ravensburg & Oregon State University,1st,1
49,Griffith University,1st,1
50,Ibaraki University,1st,1
51,Kanagawa Institute of Technology,1st,1
52,Kanazawa University,1st,1
53,Kettering University,1st,1
54,Manipal Academy of Higher Education,1st,1
55,North Carolina State University,1st,1
56,Oregon State University,1st,1
57,Poznan University of Technology,1st,1
58,Queen's University Belfast,1st,1
59,R.V.College of Engineering,1st,1
60,Rensselaer Polytechnic Institute,1st,1
61,RMIT University,1st,1
62,San José State University,1st,1
63,Silesian University of Technology,1st,1
64,Sophia University,1st,1
65,Technische Universität Darmstadt,1st,1
66,Texas A&M University,1st,1
67,The University of Tokyo,1st,1
68,Tokai University,1st,1
69,Tongji University,1st,1
70,Toyohashi University of Technology,1st,1
71,Universidade Paulista,1st,1
72,Universitat Politécnica de Valéncia,1st,1
73,University of Auckland,1st,1
74,University of Bath,1st,1
75,University of Birmingham,1st,1
76,University of Toronto,1st,1
77,University of West Bohemia,1st,1
78,University of Wollongong,1st,1
79,Universität Kassel,1st,1
80,Yıldız Technical University,1st,1
81,École Centrale de Lyon,1st,1
82,École de Technologie Superieure,1st,1
83,Hochschule Esslingen,2nd,4
84,Brno University of Technology,2nd,3
85,Yokohama National University,2nd,3
86,Centro Universitário Facens,2nd,2
87,Coventry University,2nd,2
88,Curtin University,2nd,2
89,ETH Zürich,2nd,2
90,Instituto Mauá de Tecnologia,2nd,2
91,Missouri University of Science and Technology,2nd,2
92,National University of Singapore,2nd,2
93,Politecnico di Milano,2nd,2
94,TU Delft,2nd,2
95,University Of Hertfordshire,2nd,2
96,University of Pittsburgh,2nd,2
97,University of South Florida,2nd,2
98,University of Washington,2nd,2
99,Università degli studi di Padova,2nd,2
100,California State University Northridge,2nd,1
101,College of Science and Technology Nihon University,2nd,1
102,Czech University of Life Sciences Prague,2nd,1
103,Dr. D. Y. Patil Institute Of Engineering and Technology,2nd,1
104,Ecole Nationale d'Ingénieurs de Metz,2nd,1
105,Georgia Institute of Technology,2nd,1
106,Jilin University,2nd,1
107,Karlstad University,2nd,1
108,Kasetsart University,2nd,1
109,Liverpool John Moores University,2nd,1
