Rank,University,Points
1,Instituto Tecnológico de Buenos Aires,86.6
2,Kasetsart University,73.46
3,Jilin University,73.18
4,University of Virginia,68.8
5,Liaoning University of Technology,68.79
6,Griffith University,67.24
7,University of West Bohemia,64.29
8,Hubei University of Automotive Technology,63.83
9,Fachhochschule Kiel,63.02
10,Czech Technical University in Prague,62.99
11,San José State University,62.64
12,Tallinn TU UAS,61.99
13,Technische Universität Graz,61.44
14,ETH Zürich,61.0
15,Universität Stuttgart,60.84
16,Cornell University,60.73
17,Kookmin University,60.42
18,University of Michigan - Ann Arbor,60.15
19,Pimpri Chinchwad College Of Engineering,59.49
20,Alma Mater Studiorum - Università di Bologna,59.42
21,GFR DHBW Ravensburg & Oregon State University,58.93
22,Yokohama National University,58.36
23,North Carolina State University,58.27
24,Villanova University,58.24
25,Nihon Automobile College,57.95
26,Texas A&M University,57.81
27,Universidad LaSalle,57.79
28,Hochschule Esslingen,57.77
29,Fachhochschule Coburg,57.75
30,Brigham Young University,57.57
31,Helsinki Metropolia University of Applied Sciences,56.83
32,Poznan University of Technology,55.94
33,Universitat Politécnica de Valéncia,55.47
34,Osaka University,55.16
35,Michigan State University,55.06
36,Technische Hochschule Mittelhessen,55.02
37,University of Wales Trinity Saint David,54.96
38,Guangxi University of Science and Technology,54.89
39,University of Illinois at Urbana-Champaign,54.67
40,Rochester Institute of Technology,54.46
41,Missouri University of Science and Technology,54.44
42,Technische Universität Bergakademie Freiberg,54.21
43,Kanazawa Institute of Technology,54.18
44,Westsächsische Hochschule Zwickau,54.09
45,Auburn University,53.67
46,Università della Calabria,53.44
47,Chiba University,52.96
48,Dr. D. Y. Patil Institute Of Engineering and Technology,52.9
49,University of Oulu,52.75
50,Aristotle University of Thessaloniki,52.7
51,Norwegian University of Science and Technology,52.69
52,Università degli studi di Padova,52.45
53,University of Wollongong,52.41
54,Saginaw Valley State University,52.4
55,Centro Universitário da FEI,52.33
56,Fachhochschule Joanneum Graz,52.17
57,Karlsruhe Institute of Technology,52.12
58,Chalmers University of Technology,52.06
59,Oregon State University,52.04
60,California State University Northridge,51.98
61,Nagoya University,51.81
62,University of Florida,51.72
63,University of Texas at Arlington,51.7
64,Yıldız Technical University,51.36
65,Wroclaw University of Technology,51.31
66,Maejo University,51.24
67,The Ohio State University,51.16
68,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),51.02
69,VŠB - Technical University of Ostrava,50.77
70,Technische Universiteit Eindhoven,50.26
71,University of Washington,50.2
72,National University of Singapore,50.14
73,California State Polytechnic University Pomona,50.06
74,University of Applied Sciences Ravensburg-Weingarten,50.01
75,University of Queensland,50.0
76,Santa Clara University,49.96
77,Duale Hochschule Baden-Württemberg Ravensburg,49.92
78,Brno University of Technology,49.83
79,TU Delft,49.83
80,Hochschule Karlsruhe - Technik und Wirtschaft,49.75
81,Utsunomiya University,49.74
82,Technical University of Munich,49.66
83,Białystok University of Technology,49.54
84,Pennsylvania State University,49.47
85,Technische Universität Braunschweig,49.44
86,The University of Akron,49.43
87,Technische Universität Wien,49.42
88,École de Technologie Superieure,49.24
89,Centro Universitário Facens,49.07
90,Prince of Songkla University,48.74
91,University of Wisconsin-Madison,48.42
92,Ostbayerische Technische Hochschule Regensburg,48.38
93,Fachhochschule München,48.27
94,Universität Siegen,47.94
95,University of Modena and Reggio Emilia,47.8
96,University Of Hertfordshire,47.78
97,Edith Cowan University,47.55
98,École Centrale de Lyon,47.5
99,Kyoto University,47.47
100,Universidade Federal de Minas Gerais,47.39
101,University of New South Wales,47.3
102,University of Waterloo,47.17
103,Tokyo Metropolitan College of Industrial Technology,47.14
104,Toyohashi University of Technology,47.13
105,Teikyo University,47.02
106,Swinburne University of Technology,46.99
107,University of Maryland,46.97
108,University of Nebraska–Lincoln,46.87
109,University of Western Australia,46.73
110,University of Missouri,46.3
111,Monash University,46.27
112,Georgia Southern University,46.18
113,Universidade Independente,46.17
114,University of Pittsburgh,45.84
115,Sophia University,45.76
116,Universitas Negeri Yogyakarta,45.52
117,Shibaura Institute of Technology,45.36
118,Clemson University,45.35
119,AGH University of Science and Technology,45.33
120,Tongji University,45.33
121,Université de Versailles-Saint-Quentin-en-Yvelines,44.9
122,Pellissippi State Community College,44.8
123,Università degli Studi di Cagliari,44.8
124,Politecnico di Torino,44.62
125,Embry-Riddle Aeronautical University,44.5
126,Luleå University of Technology,44.5
127,Hanyang University,44.35
128,University of Tasmania,44.19
129,University of Minnesota Twin Cities,44.18
130,University of Kansas,44.15
131,Budapest University of Technology and Economics,44.14
132,UAS Würzburg-Schweinfurt,43.69
133,Alabama A&M University,43.6
134,Rensselaer Polytechnic Institute,43.55
135,University of Cincinnati,43.48
136,Virginia Polytechnic Institute and State University,43.2
137,Friedrich-Alexander-Universität Erlangen-Nürnberg,43.04
138,Central Michigan University,42.62
139,University of Toronto,42.59
140,Dartmouth College,42.56
141,University of Alabama,42.51
142,Oxford Brookes University,42.42
143,Hope College,42.3
144,National Tsing Hua University,42.25
145,Fachhochschule Stralsund,42.2
146,Universidade Estadual de Campinas,42.17
147,University of New Mexico,42.16
148,Hochschule RheinMain,41.93
149,University of California San Diego,41.89
150,Liverpool John Moores University,41.75
151,Kanagawa Institute of Technology,41.72
152,Technische Universität Darmstadt,41.65
153,Tokai University,41.61
154,Osaka Institute of Technology,41.55
155,Escola de Engenharia de São Carlos da Universidade de São Paulo,41.39
156,Purdue University - West Lafayette,41.37
157,Universität Paderborn,41.37
158,Australian National University,41.3
159,Chungbuk National University,40.96
160,Hochschule für Angewandte Wissenschaften Hamburg,40.76
161,Universität Kassel,40.76
162,UAS Kempten,40.52
163,Università degli Studi della Tuscia,40.43
164,Osaka City University,40.31
165,University of Sydney,40.21
166,Ostfalia University of Applied Sciences,40.15
167,Kyoto Institute of Technology,40.05
168,Western Washington University,40.05
169,RMIT University,40.03
170,Loughborough University,39.91
171,Université Laval,39.68
172,University of Alabama in Huntsville,39.58
173,University of New South Wales - Australian Defence Force Academy,39.56
174,Florida Atlantic University,39.43
175,Ben-Gurion University of the Negev,39.18
176,Cégep du Vieux Montréal,39.16
177,Georgia Institute of Technology,38.98
178,Kokushikan University,38.97
179,Tokyo City University,38.88
180,Penn State Harrisburg,38.83
181,Cardiff University Wales,38.63
182,Louisiana State University,38.56
183,Doshisha University,38.4
184,Minnesota State University Mankato,38.36
185,University of Idaho,38.3
186,Fachhochschule Konstanz,38.22
187,Politecnico di Milano,38.22
188,Oakland University,38.17
189,Czech University of Life Sciences Prague,38.1
190,Western University,38.06
191,University of Canterbury,38.05
192,Osaka Sangyo University,38.03
193,King Mongkut's University of Technology Thonburi,37.95
194,Ibaraki University,37.92
195,University of Bath,37.92
196,California Baptist University,37.83
197,École Polytechnique de Montréal,37.67
198,Nippon Institute of Technology,37.66
199,Brown University,37.59
200,Beijing Institute of Technology,37.5
201,Technische Hochschule Ostwestfalen-Lippe,37.48
202,University of British Columbia - Vancouver,37.44
203,Southern Methodist University,37.43
204,Rutgers The State University of New Jersey,37.42
205,Universidad Simón Bolívar,37.31
206,University of South Florida,37.31
207,University of Toledo,37.14
208,University of Messina,36.9
209,Michigan Technological University,36.86
210,University of Oklahoma,36.83
211,University of the Pacific,36.7
212,Ferdowsi University of Mashad,36.6
213,University of Melbourne,36.45
214,Fachhochschule Osnabrück,36.34
215,Gujarat Technological University,36.33
216,Indiana University – Purdue University Indianapolis,36.25
217,Curtin University,36.22
218,University of Connecticut,36.18
219,Nagoya Institute of Technology,36.12
220,University of Maribor,36.03
221,Università di Pisa,35.94
222,Sanyo-Onoda City University at Tokyo University of Science,35.9
223,Lawrence Technological University,35.4
224,Recinto Universitario de Mayagüez,35.37
225,University of Waikato,35.33
226,University of Brescia,35.3
227,University of Yamanashi,35.02
228,Centro Federal de Educação Tecnológica de Minas Gerais,34.93
229,Queen's University Belfast,34.92
230,University of Auckland,34.86
231,University of Guelph,34.75
232,Institute of Technologists,34.74
233,Széchenyi István University,34.67
234,Rzeszów University of Technology,34.5
235,Smt. Kashibai Navale College of Engineering,34.4
236,Duale Hochschule Baden-Württemberg Stuttgart,34.19
237,Lovely Professional University,34.02
238,Technische Hochschule Köln,34.0
239,University of California Berkeley,33.93
240,Shizuoka University,33.92
241,Università degli Studi di Roma La Sapienza,33.86
242,Hochschule für Technik und Wirtschaft Berlin,33.81
243,TAMK University of Applied Sciences,33.8
244,National Technical University of Athens,33.76
245,Kobe University,33.52
246,Fanshawe College,33.4
247,Universidade de Lisboa - Instituto Superior Técnico,33.33
248,Washington University in St. Louis,33.32
249,Milwaukee School of Engineering,33.24
250,University of Adelaide,33.24
251,De Montfort University,33.23
252,University of Malta,33.17
253,University of Belgrade (Универзитет у Београду),32.85
254,University of Victoria,32.8
255,Kanazawa University,32.69
256,University of Surrey,32.63
257,Hiroshima University,32.59
258,Karlstad University,32.53
259,Carleton University,32.52
260,Toyota Technical College Nagoya,32.51
261,Kennesaw State University,32.5
262,Hoseo University,32.4
263,Technische Universität Berlin,32.36
264,University of Burgundy - ISAT,32.36
265,North Carolina Agricultural and Technical State University,32.26
266,Università degli Studi di Roma Tor Vergata,32.25
267,Università degli Studi di Firenze,32.18
268,University of Texas at Austin,32.15
269,Lafayette College,31.89
270,Deggendorf Institute of Technology,31.84
271,California State Polytechnic University - San Luis Obispo,31.78
272,Universidade Paulista,31.74
273,University of Birmingham,31.72
274,South Dakota State University,31.6
275,Kumoh National Institute of Technology,31.55
276,Waseda University,31.44
277,Vishwakarma Institute of Technology,31.35
278,Lund University,31.27
279,University of North Dakota,31.01
280,University of Calgary,30.89
281,Duke University,30.86
282,Drexel University,30.8
