Rank,University,Points
1,Universität Stuttgart,5613.35
2,Technische Universität Graz,4470.28
3,Fachhochschule Joanneum Graz,4188.19
4,Fachhochschule Coburg,3725.17
5,The University of Akron,3680.82
6,Karlsruhe Institute of Technology,3638.86
7,Hochschule Esslingen,3439.67
8,Rochester Institute of Technology,3433.93
9,Hochschule für Angewandte Wissenschaften Hamburg,3198.42
10,University of Bath,3116.31
11,Technical University of Munich,3115.47
12,Oxford Brookes University,2976.96
13,Missouri University of Science and Technology,2957.31
14,Czech Technical University in Prague,2854.43
15,Friedrich-Alexander-Universität Erlangen-Nürnberg,2852.14
16,École de Technologie Superieure,2793.32
17,University of Toledo,2789.94
18,Fachhochschule Stralsund,2788.35
19,University of Illinois at Urbana-Champaign,2767.59
20,University of Toronto,2767.28
21,University of Michigan - Ann Arbor,2703.57
22,GFR DHBW Ravensburg & Oregon State University,2631.43
23,University of Modena and Reggio Emilia,2546.73
24,University of Wisconsin-Madison,2501.58
25,University Of Hertfordshire,2458.13
26,University of Missouri,2443.12
27,Hochschule Karlsruhe - Technik und Wirtschaft,2428.19
28,University of Applied Sciences Ravensburg-Weingarten,2398.04
29,Monash University,2387.29
30,University of Cincinnati,2362.22
31,University of Kansas,2346.38
32,Auburn University,2342.47
33,Technische Universität Berlin,2341.35
34,Università degli studi di Padova,2338.27
35,Ostbayerische Technische Hochschule Regensburg,2326.11
36,Fachhochschule München,2314.09
37,Michigan State University,2290.61
38,Loughborough University,2253.32
39,Universität Paderborn,2236.63
40,University of Birmingham,2217.73
41,University of Strathclyde,2206.05
42,Brno University of Technology,2137.36
43,Western University,2121.27
44,University of Waterloo,2089.12
45,California State Polytechnic University Pomona,2070.04
46,Kettering University,2069.77
47,Rutgers The State University of New Jersey,2054.2
48,University of Oklahoma,2048.72
49,Alma Mater Studiorum - Università di Bologna,2045.27
50,Georgia Institute of Technology,2043.45
51,Fachhochschule Konstanz,2038.95
52,Rensselaer Polytechnic Institute,2030.51
53,Wroclaw University of Technology,1994.41
54,The Ohio State University,1967.11
55,Brunel University London,1927.21
56,University of Pittsburgh,1919.88
57,École Polytechnique de Montréal,1908.25
58,Iowa State University,1902.75
59,Virginia Polytechnic Institute and State University,1902.29
60,Queen's University,1885.82
61,Tokyo Denki University,1872.15
62,Oakland University,1870.69
63,Università di Pisa,1867.97
64,Universitat Politécnica de Valéncia,1830.92
65,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1818.26
66,Széchenyi István University,1816.71
67,Purdue University - West Lafayette,1787.49
68,University of Manitoba,1784.48
69,University of Texas at Arlington,1781.21
70,University of Florida,1774.73
71,Carleton University,1768.22
72,RMIT University,1740.8
73,Clemson University,1739.17
74,Brown University,1733.13
75,University of Washington,1726.58
76,University of Alberta,1719.97
77,Cornell University,1705.78
78,University of Huddersfield,1703.0
79,Hochschule Darmstadt UAS,1695.75
80,UAS Kempten,1690.62
81,University of Wollongong,1670.9
82,University of Leeds,1661.76
83,Cardiff University Wales,1659.53
84,McGill University,1648.05
85,Ryerson University,1607.02
86,Politecnico di Milano,1606.89
87,The University of Michigan-Dearborn,1603.01
88,Pennsylvania State University,1601.9
89,Helsinki Metropolia University of Applied Sciences,1583.36
90,North Carolina State University,1558.48
91,Aristotle University of Thessaloniki,1557.28
92,University of British Columbia - Vancouver,1549.94
93,Universidad Simón Bolívar,1538.62
94,Wayne State University,1520.71
95,Kansas State University,1507.77
96,Chalmers University of Technology,1502.49
97,Saginaw Valley State University,1493.88
98,University of South Florida,1484.51
99,Białystok University of Technology,1482.86
100,Ulm University of Applied Sciences,1478.04
101,Centro Universitário da FEI,1465.9
102,University of Liverpool,1465.51
103,University of Western Australia,1454.11
104,Duke University,1435.18
105,University of Maryland,1423.92
106,University of Burgundy - ISAT,1403.96
107,Politecnico di Torino,1399.92
108,Universität Kassel,1388.53
109,San José State University,1386.2
110,University of New South Wales,1383.94
111,University of Maribor,1380.74
112,Università degli Studi di Roma La Sapienza,1367.23
113,TAMK University of Applied Sciences,1365.51
114,University of Calgary,1360.29
115,Budapest University of Technology and Economics,1349.98
116,Lawrence Technological University,1349.05
117,Centro Universitário Facens,1345.24
118,Université du Québec à Trois-Rivières,1340.34
119,Texas A&M University,1335.14
120,R.V.College of Engineering,1333.39
121,Bradley University,1329.89
122,Sophia University,1315.71
123,University of Saskatchewan,1312.17
124,Osaka University,1309.6
125,California State University Northridge,1306.68
126,University of Seville,1305.76
127,Northern Illinois University,1305.36
128,UAS Würzburg-Schweinfurt,1298.3
129,Kennesaw State University,1290.86
130,Kookmin University,1280.7
131,South Dakota School of Mines and Technology,1257.51
132,Fachhochschule Aachen,1256.17
133,University of New Mexico,1253.0
134,Michigan Technological University,1249.32
135,University of Victoria,1249.07
136,University of Thessaly,1244.25
137,University of Minnesota Twin Cities,1238.18
138,Minnesota State University Mankato,1237.01
139,Yeungnam University College,1221.18
140,Hochschule Niederrhein,1208.26
141,Rheinisch-Westfälische Technische Hochschule Aachen,1196.97
142,Meijo University,1191.12
143,Technische Universität Darmstadt,1189.13
144,Oklahoma State University - Stillwater,1187.25
145,University of New Hampshire,1185.97
146,Université de Sherbrooke,1183.75
147,United States Naval Academy,1179.59
148,University of Central Florida,1177.55
149,University of Illinois at Chicago,1173.61
150,TU Delft,1164.61
151,Lehigh University,1164.21
152,Dartmouth College,1159.73
153,University of Sydney,1149.77
154,Kanazawa University,1143.07
155,Coventry University,1142.36
156,Moscow Polytechnic University,1126.84
157,University of Melbourne,1126.4
158,Drexel University,1124.21
159,Columbia University,1121.64
160,California State Polytechnic University - San Luis Obispo,1120.06
161,Technische Universität Braunschweig,1117.15
162,Université Laval,1113.53
163,University of Cambridge,1111.62
164,Western Washington University,1106.3
165,Universitatea Transilvania din Braşov,1098.27
166,Louisiana State University,1096.26
167,Università degli Studi di Roma Tor Vergata,1086.82
168,National University of Singapore,1083.36
169,University of Adelaide,1078.56
170,University of Texas at Austin,1078.01
171,University of Guelph,1075.48
172,University of Hartford,1074.4
173,Concordia University,1069.5
174,Università degli Studi di Firenze,1065.63
175,United States Air Force Academy,1063.14
176,University of Arizona,1059.85
177,Université du Québec à Chicoutimi,1057.52
178,Kanagawa Institute of Technology,1056.89
179,Honda Technical College Kansai,1050.43
180,University of North Carolina at Charlotte,1049.87
181,University of California Berkeley,1046.15
182,Universidad Politécnica de Madrid (UPM),1045.1
183,Tennessee Technological University,1041.02
184,Hochschule für Technik und Wirtschaft Berlin,1039.84
185,Swansea University,1037.43
186,University of Belgrade (Универзитет у Београду),1033.44
187,University of Nebraska–Lincoln,1031.9
188,Escola de Engenharia de São Carlos da Universidade de São Paulo,1028.87
189,University Carlos III of Madrid,1027.38
190,Lancaster  University,1023.82
191,Universidade Estadual de Campinas,1020.67
192,Manipal Academy of Higher Education,1006.07
193,Instituto Tecnológico de Chihuahua,1000.6
194,Hochschule RheinMain,998.34
195,Technische Universität Wien,994.07
196,South Dakota State University,992.7
197,Clarkson University,991.81
198,Colorado State University,986.15
199,University of Sheffield,984.6
200,Tokyo City University,982.04
201,University of Queensland,972.4
202,Temple University,969.11
203,Ecole Nationale d'Ingénieurs de Metz,969.07
204,TECNUN - University of Navarra,967.42
205,Washington University in St. Louis,966.22
206,California State University Sacramento,963.17
207,University of Delaware,959.85
208,Western Michigan University,958.77
209,Technische Hochschule Ostwestfalen-Lippe,950.35
210,Villanova University,947.4
211,University of North Dakota,943.94
212,University of Southern California,942.17
213,University of Warwick,939.52
214,Kyoto University,934.6
215,Nagoya Institute of Technology,932.34
216,Shibaura Institute of Technology,929.89
217,University of Wisconsin-Platteville,918.26
218,University of Windsor,914.54
219,VŠB - Technical University of Ostrava,908.35
220,University of New South Wales - Australian Defence Force Academy,901.87
221,Georgia Southern University,899.91
222,Hochschule Heilbronn,899.45
223,University of Colorado at Boulder,899.12
224,Universidad Autónoma del Estado de México,891.87
225,Rzeszów University of Technology,888.79
226,K. J. Somaiya College of Engineering,887.98
227,Ostfalia University of Applied Sciences,886.99
228,AGH University of Science and Technology,885.01
229,Queen's University Belfast,883.41
230,VIT University - Vellore,882.21
231,Doshisha University,877.93
232,École Centrale de Lyon,876.89
233,Centro Federal de Educação Tecnológica de Minas Gerais,871.3
234,Curtin University,870.93
235,University of Connecticut,870.09
236,Aston University,867.14
237,San Diego State University,867.0
238,Technische Hochschule Mittelhessen,862.87
239,Worcester Polytechnic Institute,860.34
240,University of Alabama,859.08
241,Escola Politècnica Superior d'Enginyeria de Manresa,858.38
242,Lund University,855.97
243,Kokushikan University,850.94
244,Kyoto Institute of Technology,849.34
245,University of Auckland,848.47
246,Cooper Union,846.69
247,University of Evansville,842.42
248,Saarland University,839.67
249,Ruhr-Universität Bochum,834.61
250,Technion - Israel Institute of Technology,834.56
251,Università della Calabria,829.87
252,Keio University,827.31
253,Edith Cowan University,825.01
254,Universidad Europea de Madrid,822.46
255,FH Campus Wien,821.72
256,Lakehead University,821.2
257,Sheffield Hallam University,817.58
258,Rose-Hulman Institute of Technology,811.8
259,Tokyo University of Agriculture and Technology,808.4
260,Oregon State University,805.59
261,Westsächsische Hochschule Zwickau,801.97
262,Fachhochschule Kiel,801.85
263,University of Aberdeen,786.1
264,Yıldız Technical University,783.13
265,Universidad Central de Venezuela,780.9
266,University of Louisville,780.15
267,Otto-von-Guericke-Universität Magdeburg,776.15
268,Technische Universität Dortmund,775.73
269,York College of Pennsylvania,773.04
270,Northwestern University,767.9
271,Nagoya University,767.69
272,The University of Newcastle,764.37
273,Technische Universiteit Eindhoven,764.09
274,Universidad Nacional Autónoma de México,760.92
275,Kobe University,757.89
276,University of the West of England,757.6
277,Florida Atlantic University,755.2
278,Hochschule Pforzheim,754.74
279,McMaster University,754.73
280,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,754.02
281,University of Southampton,749.93
282,Carnegie Mellon University,736.29
283,Universidade Federal do Rio de Janeiro,728.39
284,State University of New York at Buffalo,725.09
285,Aalborg University,722.0
286,Marche Polytechnic University,719.92
287,Utsunomiya University,718.79
288,Università del Salento,718.6
289,Thapar Institute of Engineering and Technology,713.28
290,Fachhochschule Hannover,711.37
291,Vanderbilt University,709.72
292,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,698.52
293,Swinburne University of Technology,693.81
294,Ferris State University,692.24
295,Tokyo University of Science,689.64
296,University of Central Lancashire,689.22
297,Poznan University of Technology,688.44
298,Karlstad University,688.2
299,College of Science and Technology Nihon University,688.09
300,Florida Institute of Technology,687.35
301,Universität Bayreuth,686.4
302,Politecnico di Bari,684.95
303,Kumoh National Institute of Technology,683.55
304,Shizuoka University,681.79
305,Technische Universität Bergakademie Freiberg,679.95
306,The University of Tokyo,679.61
307,Hochschule für Technik und Wirtschaft Mittweida,677.86
308,National Technical University of Athens,677.41
309,Yokohama National University,673.4
310,Dalhousie University,672.0
311,University of California San Diego,669.64
312,Old Dominion University,666.87
313,Texas Tech University,661.18
314,University of South Australia,660.0
315,Tallinn TU UAS,657.89
316,University of California Irvine,653.06
317,KTH Royal Institute of Technology,651.55
318,Chiba University,648.88
319,University of Portsmouth,648.88
320,Wichita State University,647.0
321,University of Manchester,644.72
322,Ibaraki University,641.29
323,Niigata University,637.84
324,Deakin University,636.33
325,Kanazawa Institute of Technology,634.33
326,Massachusetts Institute of Technology,630.71
327,Universidad de Vigo,624.56
328,Indian Institute of Technology Madras,623.52
329,Okayama University,621.24
330,University of North Florida,619.0
331,Colorado School of Mines,617.1
332,University of West Bohemia,615.15
333,Università degli Studi di Parma,610.66
334,University of Ulster,609.32
335,Dwarkadas. J. Sanghvi College of Engineering,608.03
336,Technische Hochschule Lübeck,607.76
337,Liverpool John Moores University,606.68
338,University of Sussex,605.36
339,Delhi Technological University,605.23
340,Kyushu Institute of Technology,605.0
341,University of Texas at San Antonio,604.82
342,Università degli Studi di Napoli Federico II,604.49
343,Warsaw University of Technology,602.78
344,California State University Fullerton,602.7
345,Mississippi State University,602.62
346,Southern Illinois University Carbondale,601.56
347,Kinki University,591.27
348,City University London,585.55
349,University of Glasgow,580.7
350,North Dakota State University,580.68
351,Kogakuin University,580.65
352,St. Cloud State University,576.06
353,Tokai University,575.65
354,Manchester Metropolitan University,574.52
355,Portland State University,564.58
356,University of Technology Sydney,558.34
357,Heriot-Watt University,556.3
358,University of Puerto Rico,554.7
359,University of North Texas,551.5
360,University of Waikato,550.3
361,Washington State University,548.98
362,University of Wales Trinity Saint David,547.08
363,Universidade Paulista,546.96
364,University of Pennsylvania,544.08
365,Escola Politécnica da Universidade de São Paulo,541.04
366,Università degli Studi della Tuscia,540.97
367,Duale Hochschule Baden-Württemberg Ravensburg,537.33
368,Universidade Federal Fluminense - Niterói,536.18
369,ETH Zürich,530.89
370,Fachhochschule Dortmund,529.44
371,University of Rijeka,526.73
372,Honda Technical College Kanto,525.89
373,Queensland University of Technology,521.18
374,West Virginia University,520.94
375,Monroe County Community College,520.66
376,California State University Chico,520.2
377,Smt. Kashibai Navale College of Engineering,515.21
378,Cedarville University,510.86
379,Daido Institute of Technology,510.6
380,University of California Los Angeles,509.8
381,Universidade Federal de Santa Maria,506.65
382,University of Idaho,501.42
383,Instituto Mauá de Tecnologia,501.3
384,University of Yamanashi,498.21
385,Slovak University of Technology in Bratislava,497.86
386,Lafayette College,495.44
387,Bauman Moscow State Technical University,495.04
388,University of Ontario Institute of Technology,494.8
389,Nihon Automobile College,493.11
390,Arizona State University,489.17
391,Ain Shams University,486.7
392,Nippon Institute of Technology,486.23
393,University of Zagreb,483.87
394,Czech University of Life Sciences Prague,482.49
395,University of Fukui,482.36
396,Universidad Panamericana Sede México,478.13
397,Osaka City University,478.04
398,Cégep du Vieux Montréal,472.24
399,Saint Louis University,464.86
400,Toyohashi University of Technology,462.13
401,Seikei University,459.75
402,University of California Davis,459.32
403,Oregon Institute of Technology,455.0
404,University of Colorado Denver,452.51
405,Gdańsk University of Technology,452.13
406,Hokkaido University,450.55
407,University of Utah,450.13
408,Milwaukee School of Engineering,448.17
409,Marquette University,447.96
410,Birmingham City University,445.0
411,Universidade Federal de Minas Gerais,436.53
412,Stevens Institute of Technology,436.25
413,Gifu University,431.17
414,University of Brescia,430.7
415,Colorado Mesa University,427.7
416,Sinhgad College of Engineering Vadgaon,426.41
417,Technische Universität Kaiserslautern,423.12
418,University of Hawaii at Manoa,421.8
419,University of Malta,420.2
420,Ben-Gurion University of the Negev,414.08
421,University of Sunderland,412.5
422,Technical University of Liberec,411.46
423,University of Cadiz,409.0
424,Universidad Rey Juan Carlos,407.96
425,John von Neumann University,402.62
426,LeTourneau University,402.27
427,Australian National University,401.42
428,Cairo University,392.43
429,University of Surrey,391.1
430,Gheorghe Asachi Technical University of Iaşi,390.43
431,Southern Illinois University Edwardsville,390.43
432,Universidade Estadual Paulista - Guaratinguetá,386.67
433,University of Patras,384.87
434,Shizuoka Institute of Science and Technology,379.5
435,Universidad Metropolitana,376.76
436,California State University Los Angeles,374.4
437,Universidade de Brasília,371.39
438,Universidade Federal de Santa Catarina,368.51
