Rank,University,Lowest Place,#
1,Universität Stuttgart,1st,23
2,GFR DHBW Ravensburg & Oregon State University,1st,16
3,Hochschule Esslingen,1st,10
4,Monash University,1st,8
5,Centro Universitário da FEI,1st,6
6,Cornell University,1st,6
7,Fachhochschule Joanneum Graz,1st,6
8,RMIT University,1st,6
9,Technische Universität Graz,1st,6
10,Texas A&M University,1st,5
11,Czech Technical University in Prague,1st,4
12,Technical University of Munich,1st,4
13,University of Michigan - Ann Arbor,1st,4
14,University of Wollongong,1st,4
15,Fachhochschule Coburg,1st,3
16,Gujarat Technological University,1st,3
17,Hochschule für Angewandte Wissenschaften Hamburg,1st,3
18,Hochschule Karlsruhe - Technik und Wirtschaft,1st,3
19,University of Toronto,1st,3
20,École de Technologie Superieure,1st,3
21,Alma Mater Studiorum - Università di Bologna,1st,2
22,Centro Universitário Facens,1st,2
23,Kokushikan University,1st,2
24,Kyoto Institute of Technology,1st,2
25,Missouri University of Science and Technology,1st,2
26,Nagoya Institute of Technology,1st,2
27,Politecnico di Milano,1st,2
28,Rochester Institute of Technology,1st,2
29,The University of Akron,1st,2
30,TU Delft,1st,2
31,Universitat Politécnica de Valéncia,1st,2
32,University of Illinois at Urbana-Champaign,1st,2
33,University of Leeds,1st,2
34,University of Texas at Arlington,1st,2
35,University of Western Australia,1st,2
36,Auburn University,1st,1
37,Brno University of Technology,1st,1
38,Brunel University London,1st,1
39,California State Polytechnic University Pomona,1st,1
40,Chalmers University of Technology,1st,1
41,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,1
42,Friedrich-Alexander-Universität Erlangen-Nürnberg,1st,1
43,Hochschule Darmstadt UAS,1st,1
44,K. J. Somaiya College of Engineering,1st,1
45,Kobe University,1st,1
46,Kyoto University,1st,1
47,Nagoya University,1st,1
48,Oregon State University,1st,1
49,Oxford Brookes University,1st,1
50,Ritsumeikan University,1st,1
51,San José State University,1st,1
52,Sophia University,1st,1
53,Swinburne University of Technology,1st,1
54,Technische Universität Berlin,1st,1
55,The University of Tokyo,1st,1
56,Tokyo Denki University,1st,1
57,Universidade Federal do Rio Grande do Sul,1st,1
58,University of Bath,1st,1
59,University of Birmingham,1st,1
60,University of Kansas,1st,1
61,University of Malta,1st,1
62,University of Melbourne,1st,1
63,University of Modena and Reggio Emilia,1st,1
64,University of New South Wales,1st,1
65,University of Queensland,1st,1
66,University of Sheffield,1st,1
67,University of Toledo,1st,1
68,University of Waikato,1st,1
69,University of Washington,1st,1
70,University of Wisconsin-Madison,1st,1
71,Universität Kassel,1st,1
72,Western University,1st,1
73,Karlsruhe Institute of Technology,2nd,3
74,Wroclaw University of Technology,2nd,3
75,Edith Cowan University,2nd,2
76,Georgia Institute of Technology,2nd,2
77,Michigan State University,2nd,2
78,Politecnico di Torino,2nd,2
79,Széchenyi István University,2nd,2
80,Tallinn TU UAS,2nd,2
81,Technische Hochschule Mittelhessen,2nd,2
82,Universidade Estadual de Campinas,2nd,2
83,Universidade Federal de Santa Maria,2nd,2
84,University of Florida,2nd,2
85,University of Oklahoma,2nd,2
86,Yokohama National University,2nd,2
87,Białystok University of Technology,2nd,1
88,Budapest University of Technology and Economics,2nd,1
89,Cardiff University Wales,2nd,1
90,Carleton University,2nd,1
91,College of Science and Technology Nihon University,2nd,1
92,Curtin University,2nd,1
93,Drexel University,2nd,1
