Rank,University,Points
1,Pimpri Chinchwad College Of Engineering,61.05
2,Jilin University,58.28
3,GFR DHBW Ravensburg & Oregon State University,54.45
4,University of Canterbury,51.88
5,Hochschule Esslingen,51.26
6,Universitat Politécnica de Valéncia,51.24
7,Universität Stuttgart,50.65
8,Hanyang University,50.23
9,Technische Universität Graz,48.87
10,Monash University,47.99
11,Czech Technical University in Prague,45.44
12,Fachhochschule Joanneum Graz,44.44
13,Karlsruhe Institute of Technology,44.3
14,Maejo University,43.98
15,Hochschule Karlsruhe - Technik und Wirtschaft,43.58
16,École de Technologie Superieure,41.95
17,Instituto Tecnológico de Buenos Aires,41.8
18,Technische Universität Berlin,41.41
19,Brno University of Technology,41.23
20,Tallinn TU UAS,40.62
21,Kyoto Institute of Technology,40.36
22,Technische Universität Bergakademie Freiberg,40.25
23,Technical University of Munich,40.1
24,Westsächsische Hochschule Zwickau,39.93
25,Centro Universitário da FEI,39.44
26,Pellissippi State Community College,38.95
27,Missouri University of Science and Technology,38.34
28,Fachhochschule Stralsund,37.97
29,San José State University,37.97
30,Nelson Mandela Metropolitan University,37.9
31,Fachhochschule Coburg,37.72
32,Technische Universität Braunschweig,37.62
33,Smt. Kashibai Navale College of Engineering,37.46
34,Griffith University,37.34
35,Texas A&M University,37.31
36,University of Texas at Arlington,37.15
37,Széchenyi István University,37.01
38,Norwegian University of Science and Technology,36.52
39,University of Michigan - Ann Arbor,36.31
40,ETH Zürich,36.17
41,University of West Bohemia,35.92
42,Universität Siegen,35.81
43,Helsinki Metropolia University of Applied Sciences,35.69
44,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),35.68
45,University of Washington,35.62
46,The University of Akron,35.61
47,Oxford Brookes University,35.22
48,Białystok University of Technology,35.0
49,TU Delft,34.94
50,Universität Kassel,34.91
51,Alma Mater Studiorum - Università di Bologna,34.81
52,Ostbayerische Technische Hochschule Regensburg,34.78
53,Budapest University of Technology and Economics,34.76
54,Sophia University,34.76
55,University of Wollongong,34.58
56,Fachhochschule Kiel,34.13
57,Fachhochschule für Wirtschaft und Technik,33.98
58,University of California Berkeley,33.48
59,Kookmin University,33.42
60,Rochester Institute of Technology,33.28
61,Poznan University of Technology,33.27
62,University of Bath,32.84
63,Aristotle University of Thessaloniki,32.75
64,Escola de Engenharia de São Carlos da Universidade de São Paulo,32.72
65,North Carolina State University,32.67
66,Duale Hochschule Baden-Württemberg Ravensburg,32.56
67,Friedrich-Alexander-Universität Erlangen-Nürnberg,32.49
68,Università degli studi di Padova,32.47
69,Cornell University,32.43
70,Wroclaw University of Technology,32.43
71,University of Queensland,32.38
72,University of Western Australia,32.35
73,Hochschule für Angewandte Wissenschaften Hamburg,32.3
74,Santa Clara University,32.25
75,Edith Cowan University,32.04
76,University of Applied Sciences Ravensburg-Weingarten,31.99
77,UAS Würzburg-Schweinfurt,31.93
78,University Of Hertfordshire,31.89
79,Nihon Automobile College,31.86
80,University of Auckland,31.77
81,Yokohama National University,31.67
82,Universität Paderborn,31.5
83,Osaka University,31.46
84,Teikyo University,31.39
85,Kasetsart University,31.34
86,University of Modena and Reggio Emilia,31.33
87,Fachhochschule München,31.27
88,Universidad LaSalle,31.22
89,National Technical University of Athens,30.97
90,Technische Hochschule Mittelhessen,30.84
91,University of Wisconsin-Madison,30.61
92,California State Polytechnic University Pomona,30.55
93,Hope College,30.2
94,Technische Universität Wien,30.14
95,University of Illinois at Urbana-Champaign,30.02
96,RMIT University,30.01
97,University of Minnesota Twin Cities,29.95
98,University of Missouri,29.95
99,Democritus University of Thrace,29.62
100,Politecnico di Milano,29.59
101,Liverpool John Moores University,29.54
102,Auburn University,29.47
103,Chalmers University of Technology,29.46
104,Nagoya Institute of Technology,29.24
105,Kanagawa Institute of Technology,28.93
106,Utsunomiya University,28.62
107,Kyoto University,28.2
108,Brigham Young University,28.15
109,AGH University of Science and Technology,28.08
110,Michigan State University,28.08
111,Curtin University,27.69
112,Clemson University,27.67
113,Technische Universität Ilmenau,27.62
114,Università degli Studi di Napoli Federico II,27.56
115,Technische Universiteit Eindhoven,27.48
116,Ostfalia University of Applied Sciences,27.39
117,University of Oulu,27.36
118,Virginia Polytechnic Institute and State University,27.36
119,University of Oklahoma,27.28
120,California State University Northridge,27.23
121,Tongji University,27.2
122,Politecnico di Torino,27.13
123,Hubei University of Automotive Technology,27.09
124,University of Tasmania,27.08
125,Technische Universität Darmstadt,26.82
126,Staffordshire University,26.76
127,UAS Kempten,26.7
128,University of the West of England,26.68
129,University of Toronto,26.68
130,Pennsylvania State University,26.55
131,Loughborough University,26.53
132,Technische Hochschule Ostwestfalen-Lippe,26.5
133,Prince of Songkla University,26.49
134,Dartmouth College,26.48
135,Shibaura Institute of Technology,26.47
136,The Ohio State University,26.44
137,Lund University,26.39
138,Oregon State University,26.32
139,University of Maryland,26.32
140,Duale Hochschule Baden-Württemberg Stuttgart,26.31
141,Centro Universitário Facens,26.21
142,MIT World Peace University,26.19
143,University of California San Diego,26.15
144,TAMK University of Applied Sciences,26.13
145,Fachhochschule Konstanz,26.07
146,Ulm University of Applied Sciences,26.01
147,Nippon Institute of Technology,25.99
148,Purdue University - West Lafayette,25.94
149,Universitas Negeri Yogyakarta,25.89
150,VŠB - Technical University of Ostrava,25.85
151,Nagoya University,25.77
152,Saginaw Valley State University,25.69
153,École Polytechnique de Montréal,25.62
154,Hochschule Darmstadt UAS,25.61
155,University of Melbourne,25.57
156,Fachhochschule Aachen,25.46
157,Swinburne University of Technology,25.34
158,Università degli Studi di Firenze,24.98
159,California Baptist University,24.84
160,Western University,24.83
161,National University of Singapore,24.63
162,Technion - Israel Institute of Technology,24.63
163,Kokushikan University,24.56
164,Universidade Federal de Minas Gerais,24.56
165,University of Wales Trinity Saint David,24.54
166,University of New South Wales,24.52
167,Rose-Hulman Institute of Technology,24.44
168,Czech University of Life Sciences Prague,24.4
169,University of Florida,24.39
170,Chiba University,24.3
171,Hochschule Pforzheim,24.3
172,Rzeszów University of Technology,24.3
173,Tokyo City University,24.18
174,University of Seville,24.18
175,University of Cincinnati,24.11
176,Carleton University,23.96
177,Technische Hochschule Köln,23.96
178,Western Washington University,23.72
179,Fachhochschule Hannover,23.67
180,Georgia Southern University,23.66
181,University of Adelaide,23.6
182,University of South Florida,23.58
183,University of Waikato,23.57
184,University of Waterloo,23.46
185,Georgia Institute of Technology,23.45
186,University of Toledo,23.12
187,École Centrale de Lyon,23.07
188,Ibaraki University,22.79
189,University of New Mexico,22.61
190,Shizuoka Institute of Science and Technology,22.59
191,Università di Pisa,22.49
192,Østfold University College,22.4
193,McGill University,22.32
194,University of Sydney,22.31
195,Universidade Estadual de Campinas,22.27
196,University of Maribor,22.24
197,Embry-Riddle Aeronautical University,22.18
198,Rutgers The State University of New Jersey,21.98
199,California State Polytechnic University - San Luis Obispo,21.92
200,Dwarkadas. J. Sanghvi College of Engineering,21.9
201,University of Nebraska–Lincoln,21.9
202,Villanova University,21.81
203,Hochschule für Technik und Wirtschaft Berlin,21.75
204,Minnesota State University Mankato,21.68
205,Recinto Universitario de Mayagüez,21.65
206,Centro Federal de Educação Tecnológica de Minas Gerais,21.59
207,Hochschule Bonn-Rhein-Sieg,21.52
208,Meijo University,21.31
209,Université Laval,20.91
210,KTH Royal Institute of Technology,20.81
211,Louisiana State University,20.81
212,Hochschule RheinMain,20.72
213,Università della Calabria,20.49
214,Vishwakarma Institute of Technology,20.48
215,Waseda University,20.45
216,Cardiff University Wales,20.4
217,University of Thessaly,20.4
218,Togliatti State University,20.35
219,Luleå University of Technology,20.26
220,University of New South Wales - Australian Defence Force Academy,20.21
221,Kyushu Institute of Technology,20.14
222,Instituto Mauá de Tecnologia,20.12
223,University of Strathclyde,20.05
224,South Dakota School of Mines and Technology,20.01
225,Rensselaer Polytechnic Institute,19.98
226,Doshisha University,19.93
227,University of California Los Angeles,19.9
228,University of Ontario Institute of Technology,19.88
229,Lovely Professional University,19.76
230,Rheinisch-Westfälische Technische Hochschule Aachen,19.74
231,Tokyo Denki University,19.69
232,University of Pittsburgh,19.68
233,Siam University,19.65
234,Kanazawa University,19.59
235,University of Birmingham,19.45
236,Coventry University,19.39
237,University of Kansas,19.3
238,University of Alabama,19.18
239,Kanazawa Institute of Technology,19.0
240,Gadjah Mada University,18.86
241,Università degli Studi di Roma La Sapienza,18.79
242,Liaoning University of Technology,18.58
243,Université de Versailles-Saint-Quentin-en-Yvelines,18.4
244,Universität Bayreuth,18.25
245,Kennesaw State University,18.07
246,University of Yamanashi,18.04
247,University Carlos III of Madrid,18.02
248,Tokai University,17.96
249,Karlstad University,17.95
250,Brunel University London,17.86
251,University of Connecticut,17.83
252,Michigan Technological University,17.78
253,Lawrence Technological University,17.74
254,Marche Polytechnic University,17.74
255,The University of Newcastle,17.73
256,Xiamen University of Technology,17.73
257,Duke University,17.66
258,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,17.61
259,Università degli Studi di Cagliari,17.48
260,Shizuoka University,17.44
261,The University of Tokyo,17.43
262,Drexel University,17.38
263,Hochschule für Technik und Wirtschaft Mittweida,17.33
264,University of Pennsylvania,17.32
265,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,17.17
266,Toyohashi University of Technology,17.16
267,Università degli Studi di Roma Tor Vergata,17.16
268,University of Burgundy - ISAT,17.02
269,Grand Valley State University,16.78
270,University of Southampton,16.68
271,Escola Politècnica Superior d'Enginyeria de Manresa,16.67
272,Kumoh National Institute of Technology,16.65
273,University of Virginia,16.65
274,Tokyo Metropolitan College of Industrial Technology,16.45
275,Hochschule Niederrhein,16.39
276,University of British Columbia - Vancouver,16.38
277,FH Campus Wien,16.24
278,Queen's University Belfast,16.24
279,Ecole Nationale d'Ingénieurs de Metz,16.22
280,Kansas State University,16.21
281,Technical University of Liberec,16.21
282,University of Glasgow,16.17
283,University of North Florida,16.12
284,Universidad Simón Bolívar,16.09
285,University of Belgrade (Универзитет у Београду),16.03
286,University of Idaho,15.97
287,California State University Chico,15.96
288,Escola Universitària Salesiana de Sarrià (UAB),15.96
289,University of Huddersfield,15.92
290,Hochschule Mannheim,15.87
291,Gdańsk University of Technology,15.8
292,Ben-Gurion University of the Negev,15.76
293,University of Calgary,15.63
294,Gifu University,15.56
295,Iowa State University,15.55
296,Kobe University,15.54
297,University of North Carolina at Charlotte,15.51
298,Sanyo-Onoda City University at Tokyo University of Science,15.42
299,Honda Technical College Kanto,15.39
300,Università degli Studi di Ferrara,15.38
301,Osaka Institute of Technology,15.37
302,University of Leeds,15.37
303,Hoseo University,15.3
304,Southern Illinois University Carbondale,15.1
305,College of Science and Technology Nihon University,14.99
306,Oakland University,14.96
307,Yıldız Technical University,14.87
308,University of Evansville,14.85
309,Queensland University of Technology,14.82
310,Kettering University,14.8
311,Ritsumeikan University,14.78
312,University of Surrey,14.7
313,Colorado State University,14.69
314,Università degli Studi di Catania,14.66
315,Chungbuk National University,14.65
316,Deggendorf Institute of Technology,14.58
317,Washington University in St. Louis,14.42
318,Hiroshima University,14.38
319,National Tsing Hua University,14.26
320,Osaka Sangyo University,14.26
321,The University of Michigan-Dearborn,14.25
322,Case Western Reserve University,14.22
323,University of Texas at Austin,14.15
324,K. J. Somaiya College of Engineering,13.99
325,University of Rijeka,13.94
326,University of Victoria,13.9
327,Università degli Studi della Tuscia,13.86
328,Fachhochschule Osnabrück,13.84
329,University of Agder,13.8
330,King Mongkut's University of Technology Thonburi,13.77
331,TECNUN - University of Navarra,13.73
332,Australian National University,13.64
333,South Dakota State University,13.57
334,Universidade Paulista,13.56
335,University of California Santa Barbara,13.3
336,Hokkaido University,13.23
337,Massachusetts Institute of Technology,13.23
338,Tokyo University of Agriculture and Technology,13.07
339,Oklahoma State University - Stillwater,13.05
340,Okayama University,13.03
341,University of the Pacific,13.0
342,Universidade Federal do Rio de Janeiro,12.99
343,State University of New York at Buffalo,12.95
344,University of North Dakota,12.85
345,Ferdowsi University of Mashad,12.82
346,University of Southern California,12.82
347,Aalborg University,12.81
348,Milwaukee School of Engineering,12.73
349,Honda Technical College Kansai,12.69
350,University of Toyama,12.63
351,Florida Atlantic University,12.52
352,University of Stavanger,12.5
353,Western Michigan University,12.49
354,Osaka City University,12.46
355,Tennessee Technological University,12.44
356,Kogakuin University,12.35
357,Universidade Federal de São João del Rei,12.3
358,Slovak University of Technology in Bratislava,12.29
359,Indiana University – Purdue University Indianapolis,12.2
360,Queen's University,12.15
