Rank,University,Lowest Place,#
1,Universität Stuttgart,1st,15
2,École de Technologie Superieure,1st,14
3,Fachhochschule Joanneum Graz,1st,10
4,GFR DHBW Ravensburg & Oregon State University,1st,10
5,Hochschule Esslingen,1st,10
6,Monash University,1st,9
7,Technische Universität Graz,1st,8
8,Technical University of Munich,1st,7
9,Karlsruhe Institute of Technology,1st,6
10,Sophia University,1st,6
11,Centro Universitário da FEI,1st,5
12,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,5
13,University of Western Australia,1st,5
14,Brno University of Technology,1st,4
15,Universitat Politécnica de Valéncia,1st,4
16,University of Texas at Arlington,1st,4
17,University of Wisconsin-Madison,1st,4
18,Rochester Institute of Technology,1st,3
19,TU Delft,1st,3
20,University of Illinois at Urbana-Champaign,1st,3
21,Università degli studi di Padova,1st,3
22,Cornell University,1st,2
23,Czech Technical University in Prague,1st,2
24,Friedrich-Alexander-Universität Erlangen-Nürnberg,1st,2
25,Georgia Institute of Technology,1st,2
26,Indian Institute of Technology Madras,1st,2
27,Kyoto University,1st,2
28,Osaka University,1st,2
29,University Of Hertfordshire,1st,2
30,University of Washington,1st,2
31,University of Wollongong,1st,2
32,Alma Mater Studiorum - Università di Bologna,1st,1
33,Auburn University,1st,1
34,Budapest University of Technology and Economics,1st,1
35,Dwarkadas. J. Sanghvi College of Engineering,1st,1
36,Edith Cowan University,1st,1
37,Escola Politècnica Superior d'Enginyeria de Manresa,1st,1
38,ETH Zürich,1st,1
39,Helsinki Metropolia University of Applied Sciences,1st,1
40,Hochschule für Angewandte Wissenschaften Hamburg,1st,1
41,Hochschule Karlsruhe - Technik und Wirtschaft,1st,1
42,Kanazawa University,1st,1
43,Lund University,1st,1
44,Michigan State University,1st,1
45,Oxford Brookes University,1st,1
46,Pennsylvania State University,1st,1
47,Politecnico di Milano,1st,1
48,R.V.College of Engineering,1st,1
49,RMIT University,1st,1
50,San José State University,1st,1
51,Technische Universität Braunschweig,1st,1
52,Technische Universität Wien,1st,1
53,The University of Tokyo,1st,1
54,Universidade Estadual de Campinas,1st,1
55,University Carlos III of Madrid,1st,1
56,University of Adelaide,1st,1
57,University of Applied Sciences Ravensburg-Weingarten,1st,1
58,University of Auckland,1st,1
59,University of Kansas,1st,1
60,University of Leeds,1st,1
61,University of Michigan - Ann Arbor,1st,1
62,University of Oklahoma,1st,1
63,University of Sheffield,1st,1
64,University of Waterloo,1st,1
65,Westsächsische Hochschule Zwickau,1st,1
66,École Polytechnique de Montréal,1st,1
67,University of Bath,2nd,4
68,Wroclaw University of Technology,2nd,4
69,University of Modena and Reggio Emilia,2nd,3
70,Curtin University,2nd,2
71,Hochschule Darmstadt UAS,2nd,2
72,Nagoya University,2nd,2
73,Rutgers The State University of New Jersey,2nd,2
74,Swinburne University of Technology,2nd,2
75,Aristotle University of Thessaloniki,2nd,1
76,Białystok University of Technology,2nd,1
77,Centro Federal de Educação Tecnológica de Minas Gerais,2nd,1
78,Chalmers University of Technology,2nd,1
79,Fachhochschule Aachen,2nd,1
80,Fachhochschule Hannover,2nd,1
81,K. J. Somaiya College of Engineering,2nd,1
82,Kanagawa Institute of Technology,2nd,1
83,Kokushikan University,2nd,1
84,McGill University,2nd,1
85,Missouri University of Science and Technology,2nd,1
86,Oregon State University,2nd,1
87,Purdue University - West Lafayette,2nd,1
88,Queen's University Belfast,2nd,1
89,SRM Institute of Science and Technology - Kattankulathur,2nd,1
90,Tallinn TU UAS,2nd,1
91,Technische Universität Berlin,2nd,1
92,Texas A&M University,2nd,1
93,Thapar Institute of Engineering and Technology,2nd,1
94,The Ohio State University,2nd,1
95,The University of Akron,2nd,1
96,Tokyo Denki University,2nd,1
97,University of Florida,2nd,1
98,University of Maribor,2nd,1
99,University of Missouri,2nd,1
100,University of Strathclyde,2nd,1
101,University of Thessaly,2nd,1
102,Università degli Studi di Roma La Sapienza,2nd,1
103,Università di Pisa,2nd,1
104,Virginia Polytechnic Institute and State University,2nd,1
105,Western University,2nd,1
106,Yokohama National University,2nd,1
107,Fachhochschule München,3rd,4
108,Centro Universitário Facens,3rd,3
109,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),3rd,2
110,Ostbayerische Technische Hochschule Regensburg,3rd,2
111,Toyohashi University of Technology,3rd,2
112,University of Toronto,3rd,2
113,Universität Paderborn,3rd,2
114,California State Polytechnic University - San Luis Obispo,3rd,1
115,Czech University of Life Sciences Prague,3rd,1
116,Delhi Technological University,3rd,1
117,Griffith University,3rd,1
118,Gujarat Technological University,3rd,1
119,Harbin Institute of Technology at Weihai,3rd,1
120,Ibaraki University,3rd,1
121,Instituto Mauá de Tecnologia,3rd,1
122,Kanazawa Institute of Technology,3rd,1
123,Marche Polytechnic University,3rd,1
124,Nagoya Institute of Technology,3rd,1
125,National Technical University of Athens,3rd,1
126,Northern Illinois University,3rd,1
127,Universidade Federal do Rio Grande do Sul,3rd,1
128,University of Canterbury,3rd,1
129,University of Cincinnati,3rd,1
130,University of Glasgow,3rd,1
131,University of Malaga,3rd,1
132,University of Maryland,3rd,1
133,University of Melbourne,3rd,1
134,University of Queensland,3rd,1
135,Università degli Studi di Firenze,3rd,1
136,Università degli Studi di Napoli Federico II,3rd,1
137,Università della Calabria,3rd,1
138,Universität Bayreuth,3rd,1
139,Vishwakarma Institute of Technology,3rd,1
140,VŠB - Technical University of Ostrava,3rd,1
141,Western Washington University,3rd,1
142,Fachhochschule Coburg,4th,2
143,Kyoto Institute of Technology,4th,2
144,Széchenyi István University,4th,2
145,Universidade Federal de Santa Maria,4th,2
146,University of New South Wales,4th,2
147,Brigham Young University,4th,1
148,Brunel University London,4th,1
149,Doshisha University,4th,1
150,Ecole Nationale d'Ingénieurs de Metz,4th,1
151,Fachhochschule Stralsund,4th,1
152,Gifu University,4th,1
153,Hochschule Niederrhein,4th,1
154,Instituto Tecnológico de Buenos Aires,4th,1
155,J.C. Bose University of Science and Technology YMCA,4th,1
156,Keio University,4th,1
157,Kettering University,4th,1
158,Lehigh University,4th,1
159,Luleå University of Technology,4th,1
160,Manipal Academy of Higher Education,4th,1
161,National University of Singapore,4th,1
162,North Carolina State University,4th,1
163,Osaka Institute of Technology,4th,1
164,Politecnico di Torino,4th,1
165,Queen's University,4th,1
166,Rzeszów University of Technology,4th,1
167,Sardar Patel College of Engineering Mumbai,4th,1
168,Smt. Kashibai Navale College of Engineering,4th,1
169,South Dakota School of Mines and Technology,4th,1
170,TAMK University of Applied Sciences,4th,1
171,Technische Universität Bergakademie Freiberg,4th,1
172,The University of Michigan-Dearborn,4th,1
173,Tongji University,4th,1
174,UAS Würzburg-Schweinfurt,4th,1
175,Universidade Federal de Itajubá - Itajubá,4th,1
176,Universidade Federal de Minas Gerais,4th,1
177,Universidade Federal do Rio de Janeiro,4th,1
178,Universitatea Transilvania din Braşov,4th,1
179,University of Birmingham,4th,1
180,University of California Berkeley,4th,1
181,University of Manitoba,4th,1
182,University of New South Wales - Australian Defence Force Academy,4th,1
183,Università del Salento,4th,1
184,Université Laval,4th,1
185,Utsunomiya University,4th,1
186,VIT University - Vellore,4th,1
187,Escola Politécnica da Universidade de São Paulo,5th,3
188,Michigan Technological University,5th,2
189,Tokai University,5th,2
190,University of Alabama,5th,2
191,Aligarh Muslim University,5th,1
192,California State Polytechnic University Pomona,5th,1
193,Cedarville University,5th,1
194,College of Science and Technology Nihon University,5th,1
195,Deakin University,5th,1
196,Fachhochschule Kiel,5th,1
197,Iowa State University,5th,1
198,Mississippi State University,5th,1
199,MIT World Peace University,5th,1
200,Oklahoma State University - Stillwater,5th,1
201,Pittsburg State University,5th,1
202,Poznan University of Technology,5th,1
203,SRM Institute of Science and Technology NCR Campus,5th,1
204,State University of New York at Buffalo,5th,1
205,UAS Kempten,5th,1
206,Universidad de Vigo,5th,1
207,University of Puerto Rico,5th,1
208,University of Seville,5th,1
209,University of Southampton,5th,1
210,University of Split,5th,1
211,University of Sydney,5th,1
212,University of the West of England,5th,1
213,Universität Kassel,5th,1
214,Yeungnam University College,5th,1
215,Kobe University,6th,2
216,Technische Hochschule Mittelhessen,6th,2
217,University of Cadiz,6th,2
218,University of Nebraska–Lincoln,6th,2
219,AGH University of Science and Technology,6th,1
220,Birla Institute of Technology Mesra,6th,1
221,California State University Northridge,6th,1
222,Cardiff University Wales,6th,1
223,Coventry University,6th,1
224,Gadjah Mada University,6th,1
225,Gdańsk University of Technology,6th,1
226,Indian Institute of Technology Kharagpur,6th,1
227,Lancaster  University,6th,1
228,Lawrence Technological University,6th,1
229,McMaster University,6th,1
230,Pimpri Chinchwad College Of Engineering,6th,1
231,Politecnico di Bari,6th,1
232,Rheinisch-Westfälische Technische Hochschule Aachen,6th,1
233,Ryerson University,6th,1
234,Shibaura Institute of Technology,6th,1
235,Technische Universität Darmstadt,6th,1
236,The University of Newcastle,6th,1
237,Tokyo University of Agriculture and Technology,6th,1
238,Tokyo University of Science,6th,1
239,Universidade Federal de São João del Rei,6th,1
240,Universidade Federal do Ceará,6th,1
241,Universidade Federal Fluminense - Niterói,6th,1
242,Universidade Paulista,6th,1
243,University of Oulu,6th,1
244,University of Sussex,6th,1
245,University of Waikato,6th,1
246,University of Warwick,6th,1
247,Vishwakarma Institute of Information Technology,6th,1
248,École Centrale de Lyon,6th,1
249,University of Alberta,7th,3
250,Technische Universiteit Eindhoven,7th,2
251,University of New Mexico,7th,2
252,Australian National University,7th,1
253,Bauman Moscow State Technical University,7th,1
254,Ben-Gurion University of the Negev,7th,1
255,California State University Sacramento,7th,1
256,Chiba University,7th,1
257,Clemson University,7th,1
258,Colorado State University,7th,1
259,Dartmouth College,7th,1
260,Escola Universitària Salesiana de Sarrià (UAB),7th,1
261,Kansas State University,7th,1
262,Loughborough University,7th,1
263,Nirma University,7th,1
264,Oakland University,7th,1
265,Okayama University,7th,1
266,Oregon Institute of Technology,7th,1
267,Otto-von-Guericke-Universität Magdeburg,7th,1
268,Rensselaer Polytechnic Institute,7th,1
269,Santa Clara University,7th,1
270,Sinhgad College of Engineering Vadgaon,7th,1
271,Staffordshire University,7th,1
272,TECNUN - University of Navarra,7th,1
273,UNESP - Campus de Ilha Solteira,7th,1
274,Universidad Francisco de Vitoria,7th,1
275,Universidade Comunitária Regional de Chapecó,7th,1
276,University of British Columbia - Vancouver,7th,1
