Rank,University,Points
1,Universität Stuttgart,3305.53
2,Technische Universität Graz,3032.61
3,GFR DHBW Ravensburg & Oregon State University,1940.08
4,Hochschule Esslingen,1917.62
5,Fachhochschule Joanneum Graz,1786.75
6,Fachhochschule Coburg,1698.37
7,Friedrich-Alexander-Universität Erlangen-Nürnberg,1649.8
8,Technische Universität Berlin,1552.1
9,Technical University of Munich,1541.53
10,Brno University of Technology,1394.72
11,Hochschule für Angewandte Wissenschaften Hamburg,1308.64
12,École de Technologie Superieure,1268.79
13,The University of Akron,1233.34
14,Wroclaw University of Technology,1189.3
15,University of Michigan - Ann Arbor,1188.21
16,Czech Technical University in Prague,1179.39
17,Hochschule Darmstadt UAS,1165.13
18,Karlsruhe Institute of Technology,1132.54
19,University Of Hertfordshire,1126.64
20,University of Bath,1112.78
21,Monash University,1058.39
22,École Polytechnique de Montréal,1048.39
23,Széchenyi István University,1032.16
24,Universität Paderborn,928.19
25,Hochschule Karlsruhe - Technik und Wirtschaft,912.28
26,Alma Mater Studiorum - Università di Bologna,874.09
27,San José State University,869.1
28,Kettering University,856.21
29,University of Kansas,850.64
30,Rochester Institute of Technology,814.21
31,University of Wisconsin-Madison,813.73
32,Ostbayerische Technische Hochschule Regensburg,806.31
33,Centro Universitário Facens,772.16
34,Ulm University of Applied Sciences,770.27
35,Fachhochschule München,763.22
36,The Ohio State University,740.62
37,Nippon Institute of Technology,739.19
38,Oxford Brookes University,730.76
39,Carleton University,726.49
40,Centro Universitário da FEI,722.91
41,University of Texas at Arlington,704.75
42,Auburn University,698.55
43,University of Applied Sciences Ravensburg-Weingarten,688.75
44,Università degli studi di Padova,686.73
45,Nagoya Institute of Technology,684.33
46,University of Washington,676.25
47,University of Cincinnati,672.66
48,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),671.91
49,California State Polytechnic University Pomona,671.39
50,University of Illinois at Urbana-Champaign,664.19
51,Universitat Politécnica de Valéncia,660.4
52,University of Oklahoma,660.39
53,Iowa State University,652.54
54,Missouri University of Science and Technology,642.4
55,Kyoto Institute of Technology,637.54
56,Osaka University,634.81
57,Tokai University,629.8
58,University of Toledo,627.18
59,Tongji University,615.63
