Rank,University,Points
1,Universität Stuttgart,4754.41
2,Technische Universität Graz,4085.05
3,Fachhochschule Joanneum Graz,3507.24
4,Karlsruhe Institute of Technology,3119.66
5,Rochester Institute of Technology,3114.97
6,The University of Akron,2863.94
7,Technical University of Munich,2762.91
8,Missouri University of Science and Technology,2711.44
9,Hochschule für Angewandte Wissenschaften Hamburg,2622.11
10,Hochschule Esslingen,2618.03
11,Fachhochschule Coburg,2563.67
12,University of Bath,2480.26
13,GFR DHBW Ravensburg & Oregon State University,2454.17
14,Oxford Brookes University,2435.93
15,University of Michigan - Ann Arbor,2434.77
16,University of Illinois at Urbana-Champaign,2400.6
17,Czech Technical University in Prague,2374.83
18,University of Kansas,2372.05
19,École de Technologie Superieure,2315.43
20,University of Missouri,2229.88
21,University of Wisconsin-Madison,2175.2
22,Michigan State University,2174.76
23,Fachhochschule Stralsund,2172.47
24,University of Toronto,2112.59
25,Auburn University,2099.39
26,Monash University,2079.94
27,Friedrich-Alexander-Universität Erlangen-Nürnberg,2062.69
28,The Ohio State University,2037.31
29,Fachhochschule München,2012.33
30,University of Washington,1949.52
31,Universität Paderborn,1923.76
32,University of Toledo,1923.2
33,University Of Hertfordshire,1906.25
34,Wroclaw University of Technology,1904.61
35,Hochschule Karlsruhe - Technik und Wirtschaft,1901.72
36,Western University,1897.43
37,Università degli studi di Padova,1871.44
38,Rensselaer Polytechnic Institute,1862.6
39,University of Cincinnati,1841.62
40,Ostbayerische Technische Hochschule Regensburg,1840.92
41,Fachhochschule Konstanz,1840.32
42,Technische Universität Berlin,1836.61
43,Loughborough University,1798.53
44,University of Birmingham,1797.57
45,University of Oklahoma,1786.93
46,Virginia Polytechnic Institute and State University,1777.53
47,University of Texas at Arlington,1740.45
48,Kettering University,1730.97
49,Queen's University,1725.63
50,University of Applied Sciences Ravensburg-Weingarten,1707.16
51,Georgia Institute of Technology,1706.74
52,University of Pittsburgh,1702.19
53,Cornell University,1693.98
54,University of Huddersfield,1686.35
55,Brunel University London,1676.71
56,California State Polytechnic University Pomona,1649.77
57,University of Waterloo,1648.99
58,RMIT University,1640.93
59,Rutgers The State University of New Jersey,1633.82
60,Brno University of Technology,1627.12
61,UAS Kempten,1614.84
62,Alma Mater Studiorum - Università di Bologna,1609.7
63,Purdue University - West Lafayette,1605.07
64,University of Modena and Reggio Emilia,1584.88
65,Lawrence Technological University,1559.73
66,University of Florida,1558.21
67,Sophia University,1557.13
68,École Polytechnique de Montréal,1550.16
69,Cardiff University Wales,1537.3
70,Hochschule Darmstadt UAS,1536.49
71,University of Strathclyde,1497.52
72,University of Manitoba,1490.36
73,Universitat Politécnica de Valéncia,1489.49
74,University of Leeds,1452.28
75,Carleton University,1439.26
76,Clemson University,1433.41
77,Iowa State University,1407.78
78,Helsinki Metropolia University of Applied Sciences,1384.17
79,Oakland University,1379.36
80,University of Maribor,1375.95
81,Ryerson University,1374.03
82,Pennsylvania State University,1371.47
83,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1370.92
84,Aristotle University of Thessaloniki,1357.59
85,University of Alberta,1325.04
86,Università di Pisa,1318.63
87,University of Wollongong,1311.54
88,Ulm University of Applied Sciences,1306.46
89,Texas A&M University,1305.88
90,Chalmers University of Technology,1299.79
91,McGill University,1289.63
92,South Dakota School of Mines and Technology,1276.34
93,University of Liverpool,1273.27
94,University of British Columbia - Vancouver,1271.43
95,Duke University,1243.0
96,Széchenyi István University,1236.02
97,Saginaw Valley State University,1225.05
98,California State University Northridge,1222.92
99,Budapest University of Technology and Economics,1221.55
100,Michigan Technological University,1211.6
101,North Carolina State University,1206.84
102,Universität Kassel,1201.53
103,University of Western Australia,1197.57
104,The University of Michigan-Dearborn,1190.77
105,University of Maryland,1188.36
106,Tokyo Denki University,1184.43
107,University of Minnesota Twin Cities,1173.71
108,Brown University,1145.69
109,University of Seville,1139.66
110,University of Burgundy - ISAT,1125.43
111,California State Polytechnic University - San Luis Obispo,1113.97
112,University of South Florida,1111.67
113,Kansas State University,1108.18
114,University of Calgary,1103.15
115,Białystok University of Technology,1087.23
116,San José State University,1077.1
117,Università degli Studi di Roma La Sapienza,1075.4
118,United States Naval Academy,1074.27
119,Kanazawa University,1072.49
120,Centro Universitário da FEI,1061.45
121,Universitatea Transilvania din Braşov,1059.33
122,Rheinisch-Westfälische Technische Hochschule Aachen,1053.19
123,TU Delft,1052.74
124,University of New Mexico,1051.61
125,National University of Singapore,1046.97
126,Politecnico di Milano,1044.15
127,Dartmouth College,1034.04
128,University of Texas at Austin,1033.25
129,TAMK University of Applied Sciences,1026.31
130,Wayne State University,1022.16
131,University of New South Wales,1020.35
132,Université du Québec à Trois-Rivières,1013.71
133,University of Connecticut,1003.22
134,Centro Universitário Facens,994.85
135,University of Melbourne,989.95
136,UAS Würzburg-Schweinfurt,983.57
137,Lehigh University,978.33
138,University of California Berkeley,976.91
139,Politecnico di Torino,976.51
140,University of Sydney,975.83
141,Universidad Politécnica de Madrid (UPM),975.73
142,Shibaura Institute of Technology,972.37
143,Kyoto University,970.38
144,University of Saskatchewan,969.84
145,Western Washington University,967.39
146,Technische Universität Braunschweig,965.5
147,Louisiana State University,959.8
148,University of Queensland,957.4
149,Hochschule für Technik und Wirtschaft Berlin,957.06
150,University of Thessaly,947.59
151,Bradley University,944.65
152,Escola de Engenharia de São Carlos da Universidade de São Paulo,942.69
153,Université Laval,941.02
154,AGH University of Science and Technology,940.29
155,Meijo University,928.57
156,R.V.College of Engineering,928.3
157,Yokohama National University,926.95
158,University of Central Florida,924.23
159,Fachhochschule Aachen,916.69
160,Technische Universität Wien,913.1
161,Universidad Simón Bolívar,912.67
162,Osaka University,908.65
163,University of Southern California,903.93
164,Coventry University,897.67
165,Universidade Estadual de Campinas,896.42
166,University of Cambridge,892.43
167,Oregon State University,880.6
168,University of Adelaide,876.25
169,Clarkson University,876.06
170,Rzeszów University of Technology,875.35
171,Swansea University,869.65
172,Universidad Europea de Madrid,867.5
173,University of Belgrade (Универзитет у Београду),867.48
174,Technische Universität Darmstadt,865.64
175,Hochschule Niederrhein,859.95
176,University of Colorado at Boulder,855.69
177,Kookmin University,852.0
178,Honda Technical College Kansai,849.89
179,Minnesota State University Mankato,848.44
180,University of Victoria,847.54
181,Université de Sherbrooke,831.71
182,United States Air Force Academy,826.88
183,University of Warwick,816.29
184,Aston University,815.0
185,Kennesaw State University,814.2
186,Oklahoma State University - Stillwater,811.19
187,The University of Tokyo,810.57
188,University of Auckland,807.78
189,Tokyo City University,806.7
190,Shizuoka University,806.06
191,University of Alabama,804.71
192,Kanagawa Institute of Technology,804.57
193,University of Arizona,802.9
194,Kokushikan University,800.24
195,Ecole Nationale d'Ingénieurs de Metz,797.4
196,California State University Sacramento,795.95
197,Colorado School of Mines,794.23
198,Technische Universiteit Eindhoven,791.35
199,Technische Hochschule Mittelhessen,791.0
200,University of Nebraska–Lincoln,788.8
201,Chiba University,786.86
202,Università degli Studi di Roma Tor Vergata,782.45
203,University of Southampton,778.11
