Rank,University,Points
1,Shri G.S. Institute of Technology and Science Indore,91.56
2,Marathwada Mitra Mandal's College of Engineering,89.84
3,Arab Academy for Science Technology & Maritime Transport (AASTMT),87.45
4,Dwarkadas. J. Sanghvi College of Engineering,86.86
5,Smt. Kashibai Navale College of Engineering,85.87
6,Università degli Studi di Ferrara,83.67
7,Chungbuk National University,82.32
8,Università degli Studi di Firenze,81.97
9,Tsinghua University,81.2
10,MIT World Peace University,81.16
11,Universidad Simón Bolívar,80.98
12,Kookmin University,80.04
13,Széchenyi István University,78.89
14,Universität Stuttgart,78.62
15,R.V.College of Engineering,78.43
16,Indian Institute of Technology Bombay,78.25
17,Universidad Central de Venezuela,78.09
18,Università di Pisa,77.83
19,University of Pennsylvania,77.73
20,PES University,77.67
21,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,77.61
22,Karlsruhe Institute of Technology,77.42
23,Centro Universitário da FEI,77.15
24,University of Toronto,76.87
25,Northern Illinois University,76.79
26,Central Piedmont Community College,76.6
27,Hochschule Esslingen,76.44
28,University of Strathclyde,76.07
29,University of Bath,76.01
30,University of Wollongong,75.95
31,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,75.9
32,Universidad del Zulia,75.86
33,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),75.76
34,Università della Calabria,75.44
35,Fachhochschule Stralsund,75.4
36,National Technical University of Athens,75.27
37,Bhartiya Institute of Engineering and Technology,75.21
38,Tennessee Technological University,75.12
39,University of Applied Sciences Ravensburg-Weingarten,74.94
40,Vishwakarma Institute of Technology,74.85
41,University of Louisiana at Lafayette,74.66
42,Monash University,74.6
43,University of Thessaly,74.59
44,University of Sheffield,74.42
45,Universidade Federal do Ceará,74.4
46,Università degli studi di Padova,74.25
47,Villanova University,74.19
48,Deggendorf Institute of Technology,73.94
49,Osaka University,73.75
50,Brno University of Technology,73.7
51,Politecnico di Torino,73.68
52,Indian Institute of Technology Roorkee,73.5
53,Friedrich-Alexander-Universität Erlangen-Nürnberg,73.13
54,Fachhochschule Coburg,73.12
55,GFR DHBW Ravensburg & Oregon State University,73.1
56,École Centrale de Lyon,73.07
57,Cedarville University,72.98
58,Universidade Estadual de Campinas,72.91
59,Westsächsische Hochschule Zwickau,72.91
60,Manipal Academy of Higher Education,72.85
61,Alma Mater Studiorum - Università di Bologna,72.82
62,TU Delft,72.79
63,Universitat Politécnica de Valéncia,72.72
64,Ostbayerische Technische Hochschule Regensburg,72.69
65,Oxford Brookes University,72.61
66,University of North Dakota,72.61
67,Wayne State University,72.41
68,RMD Sinhgad School of Engineering,72.32
69,University Of Hertfordshire,72.3
70,St. Cloud State University,72.01
71,University of California Los Angeles,71.8
72,University of Brescia,71.78
73,University of Idaho,71.63
74,University of Cincinnati,71.38
75,University of Modena and Reggio Emilia,71.34
76,University of Messina,71.0
77,Fachhochschule Joanneum Graz,70.99
78,Technische Universität Berlin,70.95
79,Isfahan University of Technology,70.93
80,Centro Universitário Facens,70.8
81,Lafayette College,70.78
82,University of Ontario Institute of Technology,70.69
83,Kanagawa Institute of Technology,70.46
84,University of Toledo,70.25
85,University of Alberta,70.17
86,Columbia University,70.1
87,Massachusetts Institute of Technology,70.08
88,University of Malta,70.03
89,KLE Technological University,70.0
90,Technische Universität Darmstadt,69.95
91,University of New Hampshire,69.94
92,Technische Hochschule Lübeck,69.9
93,École de Technologie Superieure,69.83
94,Technische Universität Braunschweig,69.82
95,University of Liverpool,69.79
96,University Carlos III of Madrid,69.67
97,SRM Institute of Science and Technology - Kattankulathur,69.66
98,Technion - Israel Institute of Technology,69.55
99,Heriot-Watt University,69.54
