Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,387.5
2,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),374.27
3,University of the Basque Country,353.36
4,University of Seville,274.33
5,TECNUN - University of Navarra,218.67
6,Escola d'Enginyeria de Barcelona Est. EEBE,196.07
7,Universidad Pontificia Comillas,185.7
8,Vitoria-University of the Basque Country,181.4
9,Universidad Politécnica de Madrid (UPM),176.67
10,Universidad Politécnica de Cartagena,113.0
11,Universidad de Oviedo,104.75
12,Universidad de Castilla-La Mancha,64.0
13,University of La Laguna,63.0
14,University of Alcalá,7.0
