Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,1779.01
2,University of the Basque Country,1309.07
3,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1185.8
4,University of Seville,818.87
5,TECNUN - University of Navarra,809.51
6,Escola d'Enginyeria de Barcelona Est. EEBE,639.4
7,Universidad Politécnica de Madrid (UPM),420.82
8,Universidad Pontificia Comillas,406.54
9,Universidad Politécnica de Cartagena,129.2
10,Universidad de Oviedo,105.2
11,Universidad de Castilla-La Mancha,36.0
12,University of Alcalá,1.92
